origin,population
Total:,"6,518"
Europe:,"2,142"
Denmark,44
Ireland,54
Norway,46
Sweden,75
"United Kingdom, excluding England and Scotland",179
England,397
Scotland,28
Other Northern Europe,80
Austria,93
Belgium,0
France,37
Germany,487
Netherlands,147
Switzerland,87
Other Western Europe,0
Greece,0
Italy,44
Portugal,2
Azores Islands,0
Spain,19
Other Southern Europe,0
Albania,0
Belarus,20
Bosnia and Herzegovina,0
Bulgaria,0
Croatia,0
Czechoslovakia (includes Czech Republic and Slovakia),25
Hungary,38
Latvia,17
Lithuania,0
Moldova,0
North Macedonia (Macedonia),0
Poland,71
Romania,37
Russia,21
Serbia,9
Ukraine,38
Other Eastern Europe,47
"Europe, n.o.c.",0
"China, excluding Hong Kong and Taiwan",34
Hong Kong,0
Taiwan,0
Japan,132
Korea,45
Other Eastern Asia,0
Afghanistan,0
Bangladesh,0
Bhutan,0
India,119
Iran,63
Kazakhstan,0
Nepal,97
Pakistan,0
Sri Lanka,0
Uzbekistan,0
Other South Central Asia,0
Burma (Myanmar),0
Cambodia,122
Indonesia,124
Laos,0
Malaysia,12
Philippines,117
Singapore,54
Thailand,132
Vietnam,92
Other South Eastern Asia,0
Armenia,0
Azerbaijan,0
Georgia,0
Iraq,31
Israel,9
Jordan,0
Kuwait,0
Lebanon,0
Saudi Arabia,0
Syria,264
Turkey,0
United Arab Emirates,0
Yemen,0
Other Western Asia,0
"Asia, n.o.c.",0
Eritrea,0
Ethiopia,0
Kenya,0
Somalia,0
Tanzania,0
Uganda,0
Zimbabwe,0
Other Eastern Africa,2
Cameroon,0
Congo,0
Democratic Republic of Congo (Zaire),0
Other Middle Africa,0
Algeria,0
Egypt,0
Morocco,0
Sudan,0
Other Northern Africa,0
South Africa,0
Other Southern Africa,0
Cabo Verde,0
Ghana,0
Ivory Coast,0
Liberia,0
Nigeria,0
Senegal,0
Sierra Leone,0
Togo,0
Other Western Africa,0
"Africa, n.o.c.",0
Australia,113
Other Australian and New Zealand Subregion,0
Fiji,0
Marshall Islands,0
Micronesia,0
"Oceania, n.o.c.",13
Bahamas,0
Barbados,0
Cuba,17
Dominica,0
Dominican Republic,0
Grenada,0
Haiti,0
Jamaica,0
St. Lucia,0
St. Vincent and the Grenadines,0
Trinidad and Tobago,0
West Indies,0
Other Caribbean,0
Belize,0
Costa Rica,0
El Salvador,33
Guatemala,161
Honduras,0
Mexico,"1,566"
Nicaragua,0
Panama,0
Other Central America,0
Argentina,68
Bolivia,0
Brazil,78
Chile,94
Colombia,145
Ecuador,0
Guyana,0
Peru,13
Uruguay,0
Venezuela,0
Other South America,0
Canada,626
Other Northern America,0
