origin,population
Total:,"6,580"
Europe:,602
Denmark,7
Ireland,15
Norway,31
Sweden,0
"United Kingdom, excluding England and Scotland",84
England,145
Scotland,11
Other Northern Europe,0
Austria,0
Belgium,0
France,9
Germany,140
Netherlands,38
Switzerland,32
Other Western Europe,0
Greece,0
Italy,17
Portugal,9
Azores Islands,0
Spain,0
Other Southern Europe,0
Albania,0
Belarus,0
Bosnia and Herzegovina,0
Bulgaria,11
Croatia,3
Czechoslovakia (includes Czech Republic and Slovakia),0
Hungary,0
Latvia,0
Lithuania,0
Moldova,0
North Macedonia (Macedonia),0
Poland,0
Romania,3
Russia,42
Serbia,0
Ukraine,0
Other Eastern Europe,0
"Europe, n.o.c.",5
"China, excluding Hong Kong and Taiwan",30
Hong Kong,0
Taiwan,10
Japan,8
Korea,18
Other Eastern Asia,0
Afghanistan,170
Bangladesh,0
Bhutan,0
India,30
Iran,76
Kazakhstan,0
Nepal,0
Pakistan,65
Sri Lanka,0
Uzbekistan,0
Other South Central Asia,0
Burma (Myanmar),0
Cambodia,8
Indonesia,0
Laos,20
Malaysia,0
Philippines,294
Singapore,6
Thailand,11
Vietnam,33
Other South Eastern Asia,0
Armenia,117
Azerbaijan,0
Georgia,0
Iraq,29
Israel,0
Jordan,29
Kuwait,0
Lebanon,0
Saudi Arabia,0
Syria,13
Turkey,0
United Arab Emirates,0
Yemen,0
Other Western Asia,0
"Asia, n.o.c.",0
Eritrea,0
Ethiopia,0
Kenya,0
Somalia,0
Tanzania,0
Uganda,0
Zimbabwe,0
Other Eastern Africa,0
Cameroon,0
Congo,0
Democratic Republic of Congo (Zaire),0
Other Middle Africa,0
Algeria,0
Egypt,0
Morocco,0
Sudan,0
Other Northern Africa,0
South Africa,0
Other Southern Africa,0
Cabo Verde,0
Ghana,24
Ivory Coast,0
Liberia,0
Nigeria,0
Senegal,0
Sierra Leone,0
Togo,0
Other Western Africa,0
"Africa, n.o.c.",41
Australia,19
Other Australian and New Zealand Subregion,7
Fiji,21
Marshall Islands,0
Micronesia,0
"Oceania, n.o.c.",81
Bahamas,0
Barbados,0
Cuba,11
Dominica,0
Dominican Republic,0
Grenada,0
Haiti,0
Jamaica,0
St. Lucia,0
St. Vincent and the Grenadines,0
Trinidad and Tobago,0
West Indies,0
Other Caribbean,0
Belize,0
Costa Rica,0
El Salvador,173
Guatemala,41
Honduras,14
Mexico,"4,342"
Nicaragua,0
Panama,0
Other Central America,0
Argentina,0
Bolivia,0
Brazil,18
Chile,0
Colombia,0
Ecuador,0
Guyana,0
Peru,105
Uruguay,0
Venezuela,0
Other South America,19
Canada,95
Other Northern America,0
