origin,population
Aboriginal from Central/South America (except Arawak and Maya),0
Afghanistan,0
Akan,0
Albania,0
Algeria,0
Angola,0
Antigua and Barbuda,0
"Arab, n.o.c",10
Arawak,0
Argentina,10
Armenia,0
Ashanti,0
Assyrian,0
Australia,25
Austria,190
Azerbaijan,0
Bangladesh,0
"Bantu, n.o.c",0
Barbados,10
Belarus,10
Belgium,100
Belize,0
Benin,0
Berber,0
Bermuda,0
Bhutan,0
"Black, n.o.c.",0
Bolivia,0
Bosnia,0
Brazil,15
"British Isles origins, n.o.c",330
Bulgaria,0
Burkina Faso,0
Burundi,0
Cambodia,10
Cameroon,0
Canada,5855
Caribbean,10
"Caribbean origins, n.o.c",0
"Central and South American origins, n.o.c",15
"Central and West African origins, n.o.c",0
Chad,0
Chile,0
China,160
Colombia,0
Coptic,0
Costa Rica,0
Croatia,35
Cuba,0
Cyprus,0
Czech Republic,90
"Czechoslovakian, n.o.c",85
DR Congo,0
Denmark,465
Dinka,0
Djibouti,0
Dominican Republic,20
"East and Southeast Asian origins, n.o.c",0
"Eastern European origins, n.o.c",10
Ecuador,0
Egypt,15
El Salvador,15
Eritrea,0
Estonia,15
Ethiopia,15
Fiji,0
Finland,40
France,2075
Gabon,0
Georgia,0
Germany,4880
Ghana,0
Greece,90
Grenada,0
Guadeloupe,0
Guatemala,10
Guinea,0
Guyana,10
Haiti,10
Harari,0
Hazara,0
Hispanic,0
Hmong,0
Honduras,0
Hungary,280
Iceland,85
India,165
Indonesia,0
Iran,25
Iraq,35
Ireland,3620
Israel,20
Italy,265
Ivory Coast,0
Jamaica,105
Japan,0
Jordan,0
Karen,0
Kazakhstan,0
Kenya,0
Kosovo,0
Kurdistan,0
Kuwait,0
Kyrgyzstan,0
Laos,30
Latvia,0
Lebanon,25
Liberia,0
Libya,0
Lithuania,10
Luxembourg,0
Madagascar,0
Malaysia,0
Mali,0
Malinké,0
Malta,20
Martinique,0
Mauritania,0
Mauritius,0
Maya,0
Mexico,50
Moldova,0
Mongolia,0
Montenegro,0
Montserrat,0
Morocco,0
Myanmar (Burma),0
Nepal,0
Netherlands,1000
New Zealand,0
Nicaragua,20
Nigeria,25
"North African origins, n.o.c",0
North Macedonia,0
"Northern European origins, n.o.c ",165
Norway,2260
Oromo,0
"Other African origins, n.o.c",35
"Other Asian origins, n.o.c",0
"Other European origins, n.o.c",50
"Other North American origins, n.o.c",10
"Pacific Islands origins, n.o.c",0
Pakistan,35
Palestine,0
Panama,0
Paraguay,0
Pashtun,0
Peru,0
Peulh,0
Philippines,670
Poland,1280
"Polynesian, n.o.c",0
Portugal,45
Puerto Rico,0
Roma,10
Romania,115
Russia,380
Rwanda,0
Saint Kitts and Nevis,0
Saint Lucia,0
Saint Vincent and the Grenadines,0
Samoa,0
Saudi Arabia,0
Senegal,0
Serbia,30
Seychelles,0
Sierra Leone,0
Singapore,0
"Slavic, n.o.c",0
Slovakia,35
Slovenia,10
Somalia,0
South Africa,15
"South Asian origins, n.o.c",0
South Korea,30
"Southern European origins, n.o.c",10
"Southern and East African origins, n.o.c",0
Spain,120
Sri Lanka,25
Sudan,0
Sweden,1185
Switzerland,170
Syria,0
Taiwan,0
Tajikistan,0
Tanzania,0
Tatar,0
Thailand,0
The Bahamas,0
The Gambia,0
Tigria,0
Togo,0
Trinidad and Tobago,10
Tunisia,0
Turkey,0
Turkmenistan,0
Uganda,0
Ukraine,2190
United Kingdom,8710
United States,320
Uruguay,0
Uzbekistan,0
Venezuela,0
Vietnam,20
"West Central Asian and Middle Eastern origins, n.o.c",0
"West India, n.o.c",10
Wolof,0
Yemen,0
"Yugoslavian, n.o.c",0
Zambia,0
Zimbabwe,0
Zulu,0
