origin,population
Aboriginal from Central/South America (except Arawak and Maya),10.0
Afghanistan,15.0
Akan,30.0
Albania,315.0
Algeria,0.0
Angola,0.0
Antigua and Barbuda,10.0
"Arab, n.o.c",0.0
Arawak,15.0
Argentina,0.0
Armenia,75.0
Ashanti,20.0
Assyrian,0.0
Australia,0.0
Austria,50.0
Azerbaijan,0.0
Bangladesh,0.0
"Bantu, n.o.c",0.0
Barbados,0.0
Belarus,10.0
Belgium,0.0
Belize,20.0
Benin,0.0
Berber,0.0
Bermuda,0.0
Bhutan,0.0
"Black, n.o.c.",0.0
Bolivia,0.0
Bosnia,1545.0
Brazil,0.0
"British Isles origins, n.o.c",6190.0
Bulgaria,335.0
Burkina Faso,0.0
Burundi,0.0
Cambodia,25.0
Cameroon,0.0
Canada,89865.0
Caribbean,40.0
"Caribbean origins, n.o.c",0.0
"Central and South American origins, n.o.c",0.0
"Central and West African origins, n.o.c",50.0
Chad,0.0
Chile,10.0
China,35.0
Colombia,0.0
Coptic,30.0
Costa Rica,0.0
Croatia,0.0
Cuba,85.0
Cyprus,25.0
Czech Republic,50.0
"Czechoslovakian, n.o.c",20.0
DR Congo,0.0
Denmark,25.0
Dinka,0.0
Djibouti,0.0
Dominican Republic,0.0
"East and Southeast Asian origins, n.o.c",0.0
"Eastern European origins, n.o.c",0.0
Ecuador,0.0
Egypt,15.0
El Salvador,0.0
Eritrea,10.0
Estonia,805.0
Ethiopia,25.0
Fiji,0.0
Finland,1865.0
France,2295.0
Gabon,0.0
Georgia,0.0
Germany,4270.0
Ghana,0.0
Greece,25.0
Grenada,0.0
Guadeloupe,0.0
Guatemala,90.0
Guinea,0.0
Guyana,0.0
Haiti,10.0
Harari,0.0
Hazara,0.0
Hispanic,0.0
Hmong,0.0
Honduras,0.0
Hungary,90.0
Iceland,10.0
India,1500.0
Indonesia,0.0
Iran,35.0
Iraq,0.0
Ireland,18895.0
Israel,0.0
Italy,305.0
Ivory Coast,0.0
Jamaica,0.0
Japan,0.0
Jordan,160.0
Karen,0.0
Kazakhstan,0.0
Kenya,0.0
Kosovo,10.0
Kurdistan,45.0
Kuwait,0.0
Kyrgyzstan,20.0
Laos,0.0
Latvia,145.0
Lebanon,0.0
Liberia,0.0
Libya,0.0
Lithuania,55.0
Luxembourg,245.0
Madagascar,0.0
Malaysia,0.0
Mali,0.0
Malinké,10.0
Malta,10.0
Martinique,10.0
Mauritania,80.0
Mauritius,35.0
Maya,0.0
Mexico,35.0
Moldova,455.0
Mongolia,70.0
Montenegro,270.0
Montserrat,35.0
Morocco,0.0
Myanmar (Burma),0.0
Nepal,30.0
Netherlands,185.0
New Zealand,0.0
Nicaragua,0.0
Nigeria,10.0
"North African origins, n.o.c",0.0
North Macedonia,0.0
"Northern European origins, n.o.c ",10.0
Norway,45.0
Oromo,0.0
"Other African origins, n.o.c",0.0
"Other Asian origins, n.o.c",0.0
"Other European origins, n.o.c",0.0
"Other North American origins, n.o.c",10.0
"Pacific Islands origins, n.o.c",0.0
Pakistan,65.0
Palestine,0.0
Panama,10.0
Paraguay,0.0
Pashtun,25.0
Peru,460.0
Peulh,0.0
Philippines,20.0
Poland,10.0
"Polynesian, n.o.c",0.0
Portugal,40.0
Puerto Rico,0.0
Roma,45.0
Romania,2420.0
Russia,0.0
Rwanda,0.0
Saint Kitts and Nevis,50.0
Saint Lucia,200.0
Saint Vincent and the Grenadines,15.0
Samoa,0.0
Saudi Arabia,25.0
Senegal,0.0
Serbia,0.0
Seychelles,0.0
Sierra Leone,110.0
Singapore,0.0
"Slavic, n.o.c",0.0
Slovakia,0.0
Slovenia,50.0
Somalia,0.0
South Africa,0.0
"South Asian origins, n.o.c",0.0
South Korea,0.0
"Southern European origins, n.o.c",110.0
"Southern and East African origins, n.o.c",10.0
Spain,310.0
Sri Lanka,205.0
Sudan,0.0
Sweden,15.0
Switzerland,180.0
Syria,0.0
Taiwan,35.0
Tajikistan,0.0
Tanzania,0.0
Tatar,0.0
Thailand,55.0
The Bahamas,35.0
The Gambia,0.0
Tigria,10.0
Togo,0.0
Trinidad and Tobago,0.0
Tunisia,0.0
Turkey,10.0
Turkmenistan,1560.0
Uganda,205.0
Ukraine,55.0
United Kingdom,31155.0
United States,15.0
Uruguay,0.0
Uzbekistan,0.0
Venezuela,0.0
Vietnam,0.0
"West Central Asian and Middle Eastern origins, n.o.c",0.0
"West India, n.o.c",0.0
Wolof,0.0
Yemen,645.0
"Yugoslavian, n.o.c",10.0
Zambia,155.0
Zimbabwe,2520.0
Zulu,40.0
origin,775.0
