origin,population
Aboriginal from Central/South America (except Arawak and Maya),0
Afghanistan,0
Akan,0
Albania,0
Algeria,10
Angola,0
Antigua and Barbuda,0
"Arab, n.o.c",20
Arawak,0
Argentina,0
Armenia,80
Ashanti,0
Assyrian,0
Australia,0
Austria,15
Azerbaijan,0
Bangladesh,0
"Bantu, n.o.c",10
Barbados,0
Belarus,0
Belgium,60
Belize,0
Benin,0
Berber,0
Bermuda,0
Bhutan,0
"Black, n.o.c.",0
Bolivia,0
Bosnia,0
Brazil,0
"British Isles origins, n.o.c",0
Bulgaria,0
Burkina Faso,0
Burundi,0
Cambodia,15
Cameroon,0
Canada,23050
Caribbean,0
"Caribbean origins, n.o.c",0
"Central and South American origins, n.o.c",0
"Central and West African origins, n.o.c",15
Chad,0
Chile,0
China,35
Colombia,60
Coptic,0
Costa Rica,0
Croatia,0
Cuba,0
Cyprus,0
Czech Republic,0
"Czechoslovakian, n.o.c",0
DR Congo,10
Denmark,0
Dinka,0
Djibouti,0
Dominican Republic,10
"East and Southeast Asian origins, n.o.c",0
"Eastern European origins, n.o.c",0
Ecuador,0
Egypt,0
El Salvador,20
Eritrea,0
Estonia,0
Ethiopia,0
Fiji,0
Finland,0
France,6350
Gabon,0
Georgia,0
Germany,345
Ghana,0
Greece,0
Grenada,0
Guadeloupe,0
Guatemala,0
Guinea,0
Guyana,0
Haiti,25
Harari,0
Hazara,0
Hispanic,0
Hmong,0
Honduras,0
Hungary,0
Iceland,0
India,10
Indonesia,0
Iran,0
Iraq,0
Ireland,905
Israel,0
Italy,150
Ivory Coast,0
Jamaica,0
Japan,0
Jordan,0
Karen,0
Kazakhstan,0
Kenya,0
Kosovo,0
Kurdistan,0
Kuwait,0
Kyrgyzstan,0
Laos,0
Latvia,0
Lebanon,15
Liberia,0
Libya,10
Lithuania,0
Luxembourg,0
Madagascar,10
Malaysia,0
Mali,0
Malinké,0
Malta,0
Martinique,0
Mauritania,0
Mauritius,0
Maya,0
Mexico,20
Moldova,0
Mongolia,0
Montenegro,0
Montserrat,0
Morocco,10
Myanmar (Burma),0
Nepal,0
Netherlands,25
New Zealand,0
Nicaragua,0
Nigeria,0
"North African origins, n.o.c",0
North Macedonia,0
"Northern European origins, n.o.c ",0
Norway,25
Oromo,0
"Other African origins, n.o.c",15
"Other Asian origins, n.o.c",0
"Other European origins, n.o.c",0
"Other North American origins, n.o.c",0
"Pacific Islands origins, n.o.c",0
Pakistan,0
Palestine,0
Panama,0
Paraguay,0
Pashtun,0
Peru,10
Peulh,0
Philippines,0
Poland,50
"Polynesian, n.o.c",0
Portugal,100
Puerto Rico,0
Roma,0
Romania,0
Russia,10
Rwanda,0
Saint Kitts and Nevis,0
Saint Lucia,0
Saint Vincent and the Grenadines,0
Samoa,0
Saudi Arabia,0
Senegal,0
Serbia,0
Seychelles,0
Sierra Leone,0
Singapore,0
"Slavic, n.o.c",0
Slovakia,0
Slovenia,0
Somalia,0
South Africa,0
"South Asian origins, n.o.c",0
South Korea,0
"Southern European origins, n.o.c",0
"Southern and East African origins, n.o.c",10
Spain,85
Sri Lanka,0
Sudan,0
Sweden,0
Switzerland,10
Syria,0
Taiwan,0
Tajikistan,0
Tanzania,0
Tatar,0
Thailand,10
The Bahamas,10
The Gambia,0
Tigria,0
Togo,0
Trinidad and Tobago,0
Tunisia,15
Turkey,20
Turkmenistan,0
Uganda,0
Ukraine,75
United Kingdom,460
United States,120
Uruguay,0
Uzbekistan,0
Venezuela,0
Vietnam,15
"West Central Asian and Middle Eastern origins, n.o.c",0
"West India, n.o.c",0
Wolof,0
Yemen,0
"Yugoslavian, n.o.c",0
Zambia,0
Zimbabwe,0
Zulu,0
