origin,population
Aboriginal from Central/South America (except Arawak and Maya),0
Afghanistan,0
Akan,0
Albania,0
Algeria,0
Angola,0
Antigua and Barbuda,0
"Arab, n.o.c",10
Arawak,0
Argentina,25
Armenia,25
Ashanti,0
Assyrian,0
Australia,0
Austria,150
Azerbaijan,0
Bangladesh,0
"Bantu, n.o.c",0
Barbados,25
Belarus,10
Belgium,45
Belize,0
Benin,0
Berber,0
Bermuda,0
Bhutan,0
"Black, n.o.c.",25
Bolivia,0
Bosnia,10
Brazil,0
"British Isles origins, n.o.c",730
Bulgaria,25
Burkina Faso,0
Burundi,0
Cambodia,25
Cameroon,0
Canada,7080
Caribbean,0
"Caribbean origins, n.o.c",10
"Central and South American origins, n.o.c",15
"Central and West African origins, n.o.c",0
Chad,0
Chile,10
China,55
Colombia,0
Coptic,0
Costa Rica,0
Croatia,120
Cuba,10
Cyprus,0
Czech Republic,60
"Czechoslovakian, n.o.c",10
DR Congo,0
Denmark,105
Dinka,0
Djibouti,0
Dominican Republic,0
"East and Southeast Asian origins, n.o.c",0
"Eastern European origins, n.o.c",10
Ecuador,35
Egypt,10
El Salvador,0
Eritrea,0
Estonia,15
Ethiopia,0
Fiji,0
Finland,85
France,2165
Gabon,0
Georgia,0
Germany,2020
Ghana,0
Greece,145
Grenada,0
Guadeloupe,0
Guatemala,0
Guinea,0
Guyana,10
Haiti,0
Harari,0
Hazara,0
Hispanic,0
Hmong,0
Honduras,0
Hungary,235
Iceland,30
India,170
Indonesia,0
Iran,0
Iraq,0
Ireland,4465
Israel,60
Italy,1655
Ivory Coast,0
Jamaica,95
Japan,10
Jordan,0
Karen,0
Kazakhstan,0
Kenya,0
Kosovo,0
Kurdistan,0
Kuwait,0
Kyrgyzstan,0
Laos,0
Latvia,15
Lebanon,70
Liberia,0
Libya,0
Lithuania,135
Luxembourg,0
Madagascar,0
Malaysia,0
Mali,0
Malinké,0
Malta,80
Martinique,0
Mauritania,0
Mauritius,0
Maya,0
Mexico,35
Moldova,0
Mongolia,0
Montenegro,0
Montserrat,0
Morocco,0
Myanmar (Burma),10
Nepal,0
Netherlands,815
New Zealand,0
Nicaragua,0
Nigeria,10
"North African origins, n.o.c",10
North Macedonia,75
"Northern European origins, n.o.c ",0
Norway,145
Oromo,0
"Other African origins, n.o.c",25
"Other Asian origins, n.o.c",0
"Other European origins, n.o.c",50
"Other North American origins, n.o.c",0
"Pacific Islands origins, n.o.c",0
Pakistan,0
Palestine,0
Panama,0
Paraguay,0
Pashtun,0
Peru,20
Peulh,0
Philippines,105
Poland,825
"Polynesian, n.o.c",0
Portugal,485
Puerto Rico,0
Roma,0
Romania,100
Russia,180
Rwanda,0
Saint Kitts and Nevis,0
Saint Lucia,0
Saint Vincent and the Grenadines,0
Samoa,0
Saudi Arabia,0
Senegal,0
Serbia,45
Seychelles,0
Sierra Leone,0
Singapore,0
"Slavic, n.o.c",0
Slovakia,35
Slovenia,35
Somalia,10
South Africa,20
"South Asian origins, n.o.c",0
South Korea,0
"Southern European origins, n.o.c",0
"Southern and East African origins, n.o.c",0
Spain,155
Sri Lanka,0
Sudan,0
Sweden,90
Switzerland,55
Syria,10
Taiwan,0
Tajikistan,0
Tanzania,0
Tatar,0
Thailand,0
The Bahamas,0
The Gambia,0
Tigria,0
Togo,0
Trinidad and Tobago,15
Tunisia,0
Turkey,20
Turkmenistan,0
Uganda,0
Ukraine,735
United Kingdom,12325
United States,205
Uruguay,0
Uzbekistan,0
Venezuela,0
Vietnam,10
"West Central Asian and Middle Eastern origins, n.o.c",0
"West India, n.o.c",20
Wolof,0
Yemen,0
"Yugoslavian, n.o.c",30
Zambia,0
Zimbabwe,0
Zulu,0
