origin,population
Aboriginal from Central/South America (except Arawak and Maya),0
Afghanistan,15
Akan,0
Albania,0
Algeria,35
Angola,0
Antigua and Barbuda,0
"Arab, n.o.c",15
Arawak,0
Argentina,0
Armenia,0
Ashanti,0
Assyrian,0
Australia,10
Austria,65
Azerbaijan,0
Bangladesh,0
"Bantu, n.o.c",20
Barbados,0
Belarus,0
Belgium,115
Belize,0
Benin,0
Berber,0
Bermuda,0
Bhutan,0
"Black, n.o.c.",0
Bolivia,0
Bosnia,35
Brazil,35
"British Isles origins, n.o.c",25
Bulgaria,0
Burkina Faso,0
Burundi,0
Cambodia,15
Cameroon,20
Canada,40170
Caribbean,0
"Caribbean origins, n.o.c",0
"Central and South American origins, n.o.c",15
"Central and West African origins, n.o.c",10
Chad,0
Chile,20
China,175
Colombia,230
Coptic,0
Costa Rica,0
Croatia,25
Cuba,15
Cyprus,0
Czech Republic,0
"Czechoslovakian, n.o.c",0
DR Congo,145
Denmark,0
Dinka,0
Djibouti,0
Dominican Republic,35
"East and Southeast Asian origins, n.o.c",0
"Eastern European origins, n.o.c",0
Ecuador,15
Egypt,10
El Salvador,30
Eritrea,0
Estonia,0
Ethiopia,0
Fiji,0
Finland,0
France,10735
Gabon,10
Georgia,0
Germany,395
Ghana,0
Greece,35
Grenada,0
Guadeloupe,0
Guatemala,50
Guinea,0
Guyana,0
Haiti,70
Harari,0
Hazara,0
Hispanic,0
Hmong,0
Honduras,0
Hungary,25
Iceland,0
India,0
Indonesia,0
Iran,0
Iraq,10
Ireland,1265
Israel,0
Italy,245
Ivory Coast,10
Jamaica,0
Japan,10
Jordan,0
Karen,0
Kazakhstan,0
Kenya,0
Kosovo,0
Kurdistan,10
Kuwait,0
Kyrgyzstan,0
Laos,0
Latvia,0
Lebanon,10
Liberia,0
Libya,0
Lithuania,10
Luxembourg,0
Madagascar,0
Malaysia,0
Mali,0
Malinké,10
Malta,20
Martinique,0
Mauritania,0
Mauritius,0
Maya,0
Mexico,50
Moldova,0
Mongolia,0
Montenegro,0
Montserrat,0
Morocco,45
Myanmar (Burma),0
Nepal,10
Netherlands,20
New Zealand,0
Nicaragua,0
Nigeria,0
"North African origins, n.o.c",0
North Macedonia,0
"Northern European origins, n.o.c ",0
Norway,40
Oromo,0
"Other African origins, n.o.c",20
"Other Asian origins, n.o.c",0
"Other European origins, n.o.c",35
"Other North American origins, n.o.c",0
"Pacific Islands origins, n.o.c",0
Pakistan,0
Palestine,0
Panama,0
Paraguay,0
Pashtun,0
Peru,65
Peulh,0
Philippines,20
Poland,50
"Polynesian, n.o.c",0
Portugal,30
Puerto Rico,0
Roma,0
Romania,15
Russia,0
Rwanda,0
Saint Kitts and Nevis,0
Saint Lucia,0
Saint Vincent and the Grenadines,0
Samoa,0
Saudi Arabia,0
Senegal,0
Serbia,45
Seychelles,0
Sierra Leone,0
Singapore,0
"Slavic, n.o.c",0
Slovakia,0
Slovenia,0
Somalia,0
South Africa,0
"South Asian origins, n.o.c",0
South Korea,10
"Southern European origins, n.o.c",0
"Southern and East African origins, n.o.c",0
Spain,170
Sri Lanka,0
Sudan,25
Sweden,15
Switzerland,135
Syria,20
Taiwan,0
Tajikistan,0
Tanzania,0
Tatar,0
Thailand,10
The Bahamas,0
The Gambia,0
Tigria,0
Togo,0
Trinidad and Tobago,0
Tunisia,30
Turkey,10
Turkmenistan,0
Uganda,0
Ukraine,20
United Kingdom,790
United States,180
Uruguay,0
Uzbekistan,0
Venezuela,15
Vietnam,55
"West Central Asian and Middle Eastern origins, n.o.c",0
"West India, n.o.c",0
Wolof,0
Yemen,0
"Yugoslavian, n.o.c",10
Zambia,0
Zimbabwe,0
Zulu,0
