origin,population
Aboriginal from Central/South America (except Arawak and Maya),280
Afghanistan,150
Akan,60
Albania,280
Algeria,2320
Angola,10
Antigua and Barbuda,0
"Arab, n.o.c",2260
Arawak,0
Argentina,225
Armenia,230
Ashanti,0
Assyrian,10
Australia,60
Austria,475
Azerbaijan,15
Bangladesh,70
"Bantu, n.o.c",100
Barbados,40
Belarus,45
Belgium,3980
Belize,10
Benin,520
Berber,1425
Bermuda,0
Bhutan,200
"Black, n.o.c.",145
Bolivia,130
Bosnia,880
Brazil,930
"British Isles origins, n.o.c",885
Bulgaria,215
Burkina Faso,250
Burundi,805
Cambodia,805
Cameroon,1555
Canada,603705
Caribbean,0
"Caribbean origins, n.o.c",185
"Central and South American origins, n.o.c",255
"Central and West African origins, n.o.c",750
Chad,65
Chile,820
China,3665
Colombia,3490
Coptic,10
Costa Rica,25
Croatia,360
Cuba,500
Cyprus,10
Czech Republic,305
"Czechoslovakian, n.o.c",70
DR Congo,1660
Denmark,245
Dinka,0
Djibouti,25
Dominican Republic,410
"East and Southeast Asian origins, n.o.c",0
"Eastern European origins, n.o.c",30
Ecuador,115
Egypt,490
El Salvador,590
Eritrea,35
Estonia,10
Ethiopia,10
Fiji,0
Finland,110
France,227305
Gabon,165
Georgia,35
Germany,10530
Ghana,100
Greece,905
Grenada,0
Guadeloupe,120
Guatemala,185
Guinea,355
Guyana,40
Haiti,2235
Harari,0
Hazara,0
Hispanic,70
Hmong,0
Honduras,155
Hungary,710
Iceland,35
India,720
Indonesia,55
Iran,620
Iraq,120
Ireland,39360
Israel,205
Italy,9335
Ivory Coast,1140
Jamaica,185
Japan,475
Jordan,10
Karen,95
Kazakhstan,15
Kenya,10
Kosovo,60
Kurdistan,50
Kuwait,0
Kyrgyzstan,0
Laos,305
Latvia,20
Lebanon,1175
Liberia,30
Libya,10
Lithuania,125
Luxembourg,125
Madagascar,325
Malaysia,10
Mali,250
Malinké,30
Malta,65
Martinique,115
Mauritania,40
Mauritius,105
Maya,60
Mexico,1780
Moldova,200
Mongolia,45
Montenegro,15
Montserrat,0
Morocco,2715
Myanmar (Burma),255
Nepal,440
Netherlands,1080
New Zealand,20
Nicaragua,140
Nigeria,135
"North African origins, n.o.c",150
North Macedonia,55
"Northern European origins, n.o.c ",300
Norway,595
Oromo,0
"Other African origins, n.o.c",2070
"Other Asian origins, n.o.c",10
"Other European origins, n.o.c",650
"Other North American origins, n.o.c",10
"Pacific Islands origins, n.o.c",30
Pakistan,90
Palestine,120
Panama,20
Paraguay,50
Pashtun,10
Peru,785
Peulh,120
Philippines,315
Poland,2235
"Polynesian, n.o.c",35
Portugal,2855
Puerto Rico,30
Roma,10
Romania,1365
Russia,1260
Rwanda,575
Saint Kitts and Nevis,0
Saint Lucia,0
Saint Vincent and the Grenadines,0
Samoa,0
Saudi Arabia,10
Senegal,930
Serbia,390
Seychelles,10
Sierra Leone,0
Singapore,0
"Slavic, n.o.c",35
Slovakia,195
Slovenia,65
Somalia,65
South Africa,45
"South Asian origins, n.o.c",0
South Korea,275
"Southern European origins, n.o.c",35
"Southern and East African origins, n.o.c",205
Spain,4825
Sri Lanka,10
Sudan,0
Sweden,370
Switzerland,2125
Syria,540
Taiwan,70
Tajikistan,10
Tanzania,40
Tatar,30
Thailand,195
The Bahamas,15
The Gambia,0
Tigria,0
Togo,355
Trinidad and Tobago,30
Tunisia,1890
Turkey,265
Turkmenistan,0
Uganda,70
Ukraine,1110
United Kingdom,26920
United States,3070
Uruguay,60
Uzbekistan,0
Venezuela,200
Vietnam,1835
"West Central Asian and Middle Eastern origins, n.o.c",30
"West India, n.o.c",35
Wolof,75
Yemen,60
"Yugoslavian, n.o.c",155
Zambia,0
Zimbabwe,0
Zulu,0
