origin,population
Aboriginal from Central/South America (except Arawak and Maya),10
Afghanistan,0
Akan,0
Albania,20
Algeria,0
Angola,0
Antigua and Barbuda,0
"Arab, n.o.c",20
Arawak,0
Argentina,15
Armenia,35
Ashanti,0
Assyrian,0
Australia,125
Austria,695
Azerbaijan,0
Bangladesh,0
"Bantu, n.o.c",0
Barbados,0
Belarus,25
Belgium,270
Belize,0
Benin,0
Berber,0
Bermuda,0
Bhutan,0
"Black, n.o.c.",50
Bolivia,0
Bosnia,0
Brazil,10
"British Isles origins, n.o.c",1085
Bulgaria,0
Burkina Faso,0
Burundi,0
Cambodia,25
Cameroon,0
Canada,14720
Caribbean,0
"Caribbean origins, n.o.c",10
"Central and South American origins, n.o.c",25
"Central and West African origins, n.o.c",10
Chad,0
Chile,30
China,445
Colombia,10
Coptic,0
Costa Rica,0
Croatia,230
Cuba,0
Cyprus,0
Czech Republic,200
"Czechoslovakian, n.o.c",105
DR Congo,0
Denmark,560
Dinka,0
Djibouti,0
Dominican Republic,0
"East and Southeast Asian origins, n.o.c",0
"Eastern European origins, n.o.c",15
Ecuador,0
Egypt,15
El Salvador,30
Eritrea,0
Estonia,35
Ethiopia,0
Fiji,15
Finland,325
France,5030
Gabon,0
Georgia,15
Germany,7780
Ghana,0
Greece,165
Grenada,0
Guadeloupe,0
Guatemala,30
Guinea,0
Guyana,0
Haiti,10
Harari,0
Hazara,0
Hispanic,0
Hmong,0
Honduras,0
Hungary,850
Iceland,325
India,965
Indonesia,30
Iran,25
Iraq,0
Ireland,8135
Israel,80
Italy,1580
Ivory Coast,0
Jamaica,30
Japan,245
Jordan,0
Karen,0
Kazakhstan,0
Kenya,0
Kosovo,10
Kurdistan,0
Kuwait,0
Kyrgyzstan,0
Laos,0
Latvia,60
Lebanon,40
Liberia,0
Libya,0
Lithuania,65
Luxembourg,10
Madagascar,10
Malaysia,10
Mali,0
Malinké,0
Malta,25
Martinique,0
Mauritania,0
Mauritius,0
Maya,10
Mexico,125
Moldova,10
Mongolia,10
Montenegro,0
Montserrat,0
Morocco,0
Myanmar (Burma),10
Nepal,10
Netherlands,2455
New Zealand,45
Nicaragua,10
Nigeria,0
"North African origins, n.o.c",0
North Macedonia,10
"Northern European origins, n.o.c ",185
Norway,1805
Oromo,0
"Other African origins, n.o.c",140
"Other Asian origins, n.o.c",10
"Other European origins, n.o.c",180
"Other North American origins, n.o.c",10
"Pacific Islands origins, n.o.c",10
Pakistan,20
Palestine,0
Panama,25
Paraguay,10
Pashtun,0
Peru,10
Peulh,0
Philippines,425
Poland,1610
"Polynesian, n.o.c",15
Portugal,620
Puerto Rico,0
Roma,0
Romania,320
Russia,1435
Rwanda,0
Saint Kitts and Nevis,0
Saint Lucia,0
Saint Vincent and the Grenadines,0
Samoa,10
Saudi Arabia,0
Senegal,0
Serbia,70
Seychelles,0
Sierra Leone,0
Singapore,0
"Slavic, n.o.c",0
Slovakia,165
Slovenia,30
Somalia,0
South Africa,95
"South Asian origins, n.o.c",0
South Korea,105
"Southern European origins, n.o.c",10
"Southern and East African origins, n.o.c",0
Spain,305
Sri Lanka,0
Sudan,0
Sweden,1400
Switzerland,410
Syria,10
Taiwan,0
Tajikistan,0
Tanzania,0
Tatar,10
Thailand,40
The Bahamas,0
The Gambia,0
Tigria,0
Togo,0
Trinidad and Tobago,15
Tunisia,10
Turkey,35
Turkmenistan,0
Uganda,0
Ukraine,2960
United Kingdom,26670
United States,915
Uruguay,10
Uzbekistan,0
Venezuela,0
Vietnam,115
"West Central Asian and Middle Eastern origins, n.o.c",0
"West India, n.o.c",15
Wolof,0
Yemen,0
"Yugoslavian, n.o.c",65
Zambia,0
Zimbabwe,0
Zulu,0
