origin,population
Aboriginal from Central/South America (except Arawak and Maya),15
Afghanistan,15
Akan,0
Albania,0
Algeria,0
Angola,0
Antigua and Barbuda,0
"Arab, n.o.c",10
Arawak,0
Argentina,20
Armenia,0
Ashanti,0
Assyrian,0
Australia,35
Austria,85
Azerbaijan,0
Bangladesh,15
"Bantu, n.o.c",0
Barbados,45
Belarus,0
Belgium,45
Belize,0
Benin,0
Berber,0
Bermuda,0
Bhutan,0
"Black, n.o.c.",0
Bolivia,0
Bosnia,0
Brazil,0
"British Isles origins, n.o.c",755
Bulgaria,10
Burkina Faso,0
Burundi,0
Cambodia,0
Cameroon,0
Canada,6740
Caribbean,0
"Caribbean origins, n.o.c",0
"Central and South American origins, n.o.c",0
"Central and West African origins, n.o.c",0
Chad,0
Chile,15
China,105
Colombia,10
Coptic,0
Costa Rica,20
Croatia,50
Cuba,0
Cyprus,0
Czech Republic,15
"Czechoslovakian, n.o.c",10
DR Congo,0
Denmark,80
Dinka,0
Djibouti,0
Dominican Republic,0
"East and Southeast Asian origins, n.o.c",0
"Eastern European origins, n.o.c",10
Ecuador,0
Egypt,10
El Salvador,0
Eritrea,0
Estonia,0
Ethiopia,0
Fiji,0
Finland,75
France,1810
Gabon,0
Georgia,10
Germany,1295
Ghana,10
Greece,90
Grenada,0
Guadeloupe,0
Guatemala,0
Guinea,0
Guyana,35
Haiti,0
Harari,0
Hazara,0
Hispanic,0
Hmong,0
Honduras,0
Hungary,150
Iceland,10
India,170
Indonesia,0
Iran,10
Iraq,0
Ireland,4215
Israel,55
Italy,595
Ivory Coast,0
Jamaica,50
Japan,30
Jordan,0
Karen,0
Kazakhstan,0
Kenya,0
Kosovo,0
Kurdistan,0
Kuwait,0
Kyrgyzstan,0
Laos,0
Latvia,0
Lebanon,30
Liberia,0
Libya,0
Lithuania,10
Luxembourg,10
Madagascar,0
Malaysia,0
Mali,0
Malinké,0
Malta,70
Martinique,0
Mauritania,0
Mauritius,0
Maya,0
Mexico,25
Moldova,0
Mongolia,10
Montenegro,0
Montserrat,0
Morocco,10
Myanmar (Burma),0
Nepal,0
Netherlands,880
New Zealand,10
Nicaragua,0
Nigeria,0
"North African origins, n.o.c",0
North Macedonia,25
"Northern European origins, n.o.c ",30
Norway,110
Oromo,0
"Other African origins, n.o.c",20
"Other Asian origins, n.o.c",0
"Other European origins, n.o.c",65
"Other North American origins, n.o.c",0
"Pacific Islands origins, n.o.c",0
Pakistan,15
Palestine,0
Panama,0
Paraguay,0
Pashtun,0
Peru,10
Peulh,0
Philippines,90
Poland,400
"Polynesian, n.o.c",0
Portugal,145
Puerto Rico,0
Roma,10
Romania,45
Russia,105
Rwanda,0
Saint Kitts and Nevis,0
Saint Lucia,0
Saint Vincent and the Grenadines,0
Samoa,0
Saudi Arabia,0
Senegal,0
Serbia,10
Seychelles,0
Sierra Leone,0
Singapore,0
"Slavic, n.o.c",10
Slovakia,25
Slovenia,35
Somalia,0
South Africa,20
"South Asian origins, n.o.c",0
South Korea,15
"Southern European origins, n.o.c",0
"Southern and East African origins, n.o.c",0
Spain,100
Sri Lanka,15
Sudan,0
Sweden,140
Switzerland,50
Syria,0
Taiwan,0
Tajikistan,0
Tanzania,0
Tatar,0
Thailand,0
The Bahamas,0
The Gambia,0
Tigria,0
Togo,0
Trinidad and Tobago,40
Tunisia,0
Turkey,0
Turkmenistan,0
Uganda,0
Ukraine,380
United Kingdom,11665
United States,275
Uruguay,10
Uzbekistan,0
Venezuela,0
Vietnam,0
"West Central Asian and Middle Eastern origins, n.o.c",0
"West India, n.o.c",15
Wolof,0
Yemen,0
"Yugoslavian, n.o.c",10
Zambia,0
Zimbabwe,0
Zulu,0
