origin,population
Aboriginal from Central/South America (except Arawak and Maya),15
Afghanistan,0
Akan,0
Albania,0
Algeria,0
Angola,0
Antigua and Barbuda,0
"Arab, n.o.c",0
Arawak,0
Argentina,0
Armenia,0
Ashanti,0
Assyrian,0
Australia,0
Austria,100
Azerbaijan,0
Bangladesh,0
"Bantu, n.o.c",0
Barbados,0
Belarus,15
Belgium,105
Belize,15
Benin,10
Berber,0
Bermuda,0
Bhutan,0
"Black, n.o.c.",0
Bolivia,30
Bosnia,15
Brazil,10
"British Isles origins, n.o.c",215
Bulgaria,0
Burkina Faso,0
Burundi,0
Cambodia,0
Cameroon,0
Canada,5525
Caribbean,0
"Caribbean origins, n.o.c",0
"Central and South American origins, n.o.c",25
"Central and West African origins, n.o.c",15
Chad,0
Chile,0
China,145
Colombia,25
Coptic,0
Costa Rica,0
Croatia,10
Cuba,0
Cyprus,0
Czech Republic,25
"Czechoslovakian, n.o.c",15
DR Congo,0
Denmark,40
Dinka,0
Djibouti,0
Dominican Republic,0
"East and Southeast Asian origins, n.o.c",0
"Eastern European origins, n.o.c",0
Ecuador,0
Egypt,15
El Salvador,15
Eritrea,0
Estonia,0
Ethiopia,25
Fiji,30
Finland,30
France,1000
Gabon,0
Georgia,0
Germany,6275
Ghana,0
Greece,15
Grenada,0
Guadeloupe,0
Guatemala,0
Guinea,0
Guyana,0
Haiti,10
Harari,0
Hazara,0
Hispanic,0
Hmong,0
Honduras,0
Hungary,90
Iceland,115
India,145
Indonesia,15
Iran,0
Iraq,0
Ireland,1030
Israel,65
Italy,150
Ivory Coast,0
Jamaica,50
Japan,0
Jordan,0
Karen,0
Kazakhstan,0
Kenya,0
Kosovo,0
Kurdistan,0
Kuwait,0
Kyrgyzstan,10
Laos,55
Latvia,30
Lebanon,10
Liberia,15
Libya,0
Lithuania,10
Luxembourg,10
Madagascar,0
Malaysia,0
Mali,0
Malinké,0
Malta,10
Martinique,0
Mauritania,0
Mauritius,0
Maya,0
Mexico,375
Moldova,0
Mongolia,0
Montenegro,0
Montserrat,0
Morocco,0
Myanmar (Burma),0
Nepal,0
Netherlands,1935
New Zealand,0
Nicaragua,0
Nigeria,15
"North African origins, n.o.c",0
North Macedonia,0
"Northern European origins, n.o.c ",45
Norway,120
Oromo,10
"Other African origins, n.o.c",70
"Other Asian origins, n.o.c",10
"Other European origins, n.o.c",65
"Other North American origins, n.o.c",0
"Pacific Islands origins, n.o.c",0
Pakistan,20
Palestine,0
Panama,0
Paraguay,405
Pashtun,0
Peru,20
Peulh,0
Philippines,1105
Poland,610
"Polynesian, n.o.c",20
Portugal,20
Puerto Rico,0
Roma,0
Romania,30
Russia,2545
Rwanda,0
Saint Kitts and Nevis,0
Saint Lucia,0
Saint Vincent and the Grenadines,0
Samoa,20
Saudi Arabia,15
Senegal,0
Serbia,10
Seychelles,0
Sierra Leone,10
Singapore,0
"Slavic, n.o.c",0
Slovakia,30
Slovenia,0
Somalia,0
South Africa,0
"South Asian origins, n.o.c",0
South Korea,25
"Southern European origins, n.o.c",0
"Southern and East African origins, n.o.c",0
Spain,135
Sri Lanka,0
Sudan,20
Sweden,195
Switzerland,70
Syria,0
Taiwan,10
Tajikistan,0
Tanzania,0
Tatar,20
Thailand,10
The Bahamas,0
The Gambia,0
Tigria,0
Togo,0
Trinidad and Tobago,10
Tunisia,0
Turkey,0
Turkmenistan,0
Uganda,0
Ukraine,1525
United Kingdom,2680
United States,70
Uruguay,0
Uzbekistan,0
Venezuela,0
Vietnam,60
"West Central Asian and Middle Eastern origins, n.o.c",15
"West India, n.o.c",10
Wolof,0
Yemen,0
"Yugoslavian, n.o.c",10
Zambia,0
Zimbabwe,0
Zulu,0
