origin,population
Aboriginal from Central/South America (except Arawak and Maya),0
Afghanistan,10
Akan,10
Albania,45
Algeria,15
Angola,0
Antigua and Barbuda,0
"Arab, n.o.c",305
Arawak,0
Argentina,65
Armenia,30
Ashanti,0
Assyrian,0
Australia,115
Austria,275
Azerbaijan,10
Bangladesh,295
"Bantu, n.o.c",0
Barbados,90
Belarus,30
Belgium,145
Belize,0
Benin,0
Berber,10
Bermuda,15
Bhutan,50
"Black, n.o.c.",40
Bolivia,20
Bosnia,45
Brazil,45
"British Isles origins, n.o.c",3445
Bulgaria,75
Burkina Faso,0
Burundi,30
Cambodia,15
Cameroon,10
Canada,112250
Caribbean,0
"Caribbean origins, n.o.c",30
"Central and South American origins, n.o.c",45
"Central and West African origins, n.o.c",30
Chad,0
Chile,20
China,2155
Colombia,160
Coptic,0
Costa Rica,0
Croatia,75
Cuba,135
Cyprus,15
Czech Republic,135
"Czechoslovakian, n.o.c",45
DR Congo,125
Denmark,380
Dinka,0
Djibouti,0
Dominican Republic,20
"East and Southeast Asian origins, n.o.c",10
"Eastern European origins, n.o.c",55
Ecuador,55
Egypt,190
El Salvador,15
Eritrea,50
Estonia,15
Ethiopia,70
Fiji,0
Finland,145
France,10065
Gabon,0
Georgia,0
Germany,5045
Ghana,55
Greece,255
Grenada,0
Guadeloupe,0
Guatemala,35
Guinea,0
Guyana,30
Haiti,25
Harari,0
Hazara,0
Hispanic,30
Hmong,0
Honduras,15
Hungary,235
Iceland,140
India,1350
Indonesia,70
Iran,190
Iraq,140
Ireland,61225
Israel,150
Italy,1055
Ivory Coast,15
Jamaica,255
Japan,90
Jordan,125
Karen,35
Kazakhstan,10
Kenya,10
Kosovo,0
Kurdistan,10
Kuwait,15
Kyrgyzstan,0
Laos,10
Latvia,60
Lebanon,575
Liberia,15
Libya,160
Lithuania,90
Luxembourg,0
Madagascar,0
Malaysia,115
Mali,0
Malinké,0
Malta,90
Martinique,0
Mauritania,0
Mauritius,0
Maya,25
Mexico,150
Moldova,0
Mongolia,10
Montenegro,0
Montserrat,0
Morocco,45
Myanmar (Burma),20
Nepal,95
Netherlands,1215
New Zealand,20
Nicaragua,15
Nigeria,395
"North African origins, n.o.c",0
North Macedonia,15
"Northern European origins, n.o.c ",190
Norway,890
Oromo,10
"Other African origins, n.o.c",495
"Other Asian origins, n.o.c",30
"Other European origins, n.o.c",345
"Other North American origins, n.o.c",15
"Pacific Islands origins, n.o.c",15
Pakistan,240
Palestine,70
Panama,0
Paraguay,0
Pashtun,0
Peru,30
Peulh,0
Philippines,760
Poland,980
"Polynesian, n.o.c",10
Portugal,760
Puerto Rico,0
Roma,95
Romania,130
Russia,640
Rwanda,0
Saint Kitts and Nevis,0
Saint Lucia,0
Saint Vincent and the Grenadines,0
Samoa,15
Saudi Arabia,35
Senegal,0
Serbia,40
Seychelles,0
Sierra Leone,10
Singapore,0
"Slavic, n.o.c",0
Slovakia,55
Slovenia,10
Somalia,25
South Africa,90
"South Asian origins, n.o.c",40
South Korea,85
"Southern European origins, n.o.c",10
"Southern and East African origins, n.o.c",60
Spain,705
Sri Lanka,85
Sudan,75
Sweden,540
Switzerland,185
Syria,260
Taiwan,30
Tajikistan,60
Tanzania,45
Tatar,0
Thailand,30
The Bahamas,0
The Gambia,0
Tigria,0
Togo,10
Trinidad and Tobago,65
Tunisia,0
Turkey,90
Turkmenistan,0
Uganda,55
Ukraine,865
United Kingdom,101605
United States,1135
Uruguay,0
Uzbekistan,15
Venezuela,60
Vietnam,55
"West Central Asian and Middle Eastern origins, n.o.c",25
"West India, n.o.c",35
Wolof,0
Yemen,0
"Yugoslavian, n.o.c",30
Zambia,30
Zimbabwe,60
Zulu,0
