origin,population
Aboriginal from Central/South America (except Arawak and Maya),10
Afghanistan,10
Akan,0
Albania,0
Algeria,0
Angola,0
Antigua and Barbuda,0
"Arab, n.o.c",20
Arawak,0
Argentina,30
Armenia,10
Ashanti,0
Assyrian,0
Australia,135
Austria,325
Azerbaijan,0
Bangladesh,0
"Bantu, n.o.c",0
Barbados,10
Belarus,25
Belgium,250
Belize,0
Benin,0
Berber,0
Bermuda,0
Bhutan,0
"Black, n.o.c.",30
Bolivia,0
Bosnia,10
Brazil,0
"British Isles origins, n.o.c",1000
Bulgaria,10
Burkina Faso,0
Burundi,0
Cambodia,45
Cameroon,0
Canada,10170
Caribbean,0
"Caribbean origins, n.o.c",20
"Central and South American origins, n.o.c",15
"Central and West African origins, n.o.c",10
Chad,0
Chile,20
China,280
Colombia,20
Coptic,0
Costa Rica,0
Croatia,65
Cuba,25
Cyprus,0
Czech Republic,220
"Czechoslovakian, n.o.c",130
DR Congo,0
Denmark,670
Dinka,0
Djibouti,0
Dominican Republic,10
"East and Southeast Asian origins, n.o.c",10
"Eastern European origins, n.o.c",10
Ecuador,0
Egypt,25
El Salvador,35
Eritrea,0
Estonia,20
Ethiopia,0
Fiji,0
Finland,145
France,3525
Gabon,0
Georgia,0
Germany,6090
Ghana,0
Greece,80
Grenada,0
Guadeloupe,0
Guatemala,25
Guinea,0
Guyana,0
Haiti,10
Harari,0
Hazara,0
Hispanic,0
Hmong,0
Honduras,0
Hungary,535
Iceland,195
India,350
Indonesia,10
Iran,0
Iraq,10
Ireland,6080
Israel,65
Italy,885
Ivory Coast,0
Jamaica,45
Japan,125
Jordan,0
Karen,0
Kazakhstan,0
Kenya,0
Kosovo,0
Kurdistan,0
Kuwait,0
Kyrgyzstan,0
Laos,0
Latvia,0
Lebanon,45
Liberia,0
Libya,0
Lithuania,85
Luxembourg,0
Madagascar,0
Malaysia,10
Mali,0
Malinké,0
Malta,45
Martinique,0
Mauritania,0
Mauritius,0
Maya,15
Mexico,160
Moldova,15
Mongolia,0
Montenegro,0
Montserrat,0
Morocco,10
Myanmar (Burma),10
Nepal,25
Netherlands,1795
New Zealand,110
Nicaragua,0
Nigeria,35
"North African origins, n.o.c",0
North Macedonia,0
"Northern European origins, n.o.c ",120
Norway,1445
Oromo,0
"Other African origins, n.o.c",125
"Other Asian origins, n.o.c",40
"Other European origins, n.o.c",95
"Other North American origins, n.o.c",10
"Pacific Islands origins, n.o.c",0
Pakistan,0
Palestine,10
Panama,0
Paraguay,10
Pashtun,0
Peru,0
Peulh,0
Philippines,785
Poland,1445
"Polynesian, n.o.c",0
Portugal,105
Puerto Rico,0
Roma,15
Romania,210
Russia,1000
Rwanda,0
Saint Kitts and Nevis,0
Saint Lucia,0
Saint Vincent and the Grenadines,15
Samoa,0
Saudi Arabia,0
Senegal,0
Serbia,60
Seychelles,0
Sierra Leone,0
Singapore,0
"Slavic, n.o.c",0
Slovakia,30
Slovenia,15
Somalia,0
South Africa,65
"South Asian origins, n.o.c",0
South Korea,110
"Southern European origins, n.o.c",0
"Southern and East African origins, n.o.c",25
Spain,305
Sri Lanka,20
Sudan,0
Sweden,1010
Switzerland,185
Syria,20
Taiwan,0
Tajikistan,0
Tanzania,0
Tatar,0
Thailand,10
The Bahamas,0
The Gambia,0
Tigria,0
Togo,0
Trinidad and Tobago,25
Tunisia,0
Turkey,0
Turkmenistan,0
Uganda,0
Ukraine,2685
United Kingdom,18030
United States,830
Uruguay,10
Uzbekistan,0
Venezuela,0
Vietnam,25
"West Central Asian and Middle Eastern origins, n.o.c",20
"West India, n.o.c",10
Wolof,0
Yemen,0
"Yugoslavian, n.o.c",15
Zambia,10
Zimbabwe,0
Zulu,10
