origin,population
Aboriginal from Central/South America (except Arawak and Maya),0
Afghanistan,0
Akan,0
Albania,45
Algeria,0
Angola,0
Antigua and Barbuda,0
"Arab, n.o.c",70
Arawak,0
Argentina,10
Armenia,15
Ashanti,0
Assyrian,0
Australia,25
Austria,140
Azerbaijan,0
Bangladesh,0
"Bantu, n.o.c",0
Barbados,10
Belarus,0
Belgium,105
Belize,0
Benin,0
Berber,10
Bermuda,0
Bhutan,0
"Black, n.o.c.",40
Bolivia,0
Bosnia,15
Brazil,15
"British Isles origins, n.o.c",710
Bulgaria,0
Burkina Faso,0
Burundi,0
Cambodia,0
Cameroon,0
Canada,12760
Caribbean,0
"Caribbean origins, n.o.c",0
"Central and South American origins, n.o.c",20
"Central and West African origins, n.o.c",0
Chad,0
Chile,0
China,180
Colombia,10
Coptic,0
Costa Rica,0
Croatia,55
Cuba,0
Cyprus,0
Czech Republic,90
"Czechoslovakian, n.o.c",25
DR Congo,0
Denmark,155
Dinka,0
Djibouti,0
Dominican Republic,10
"East and Southeast Asian origins, n.o.c",0
"Eastern European origins, n.o.c",10
Ecuador,0
Egypt,25
El Salvador,0
Eritrea,0
Estonia,25
Ethiopia,0
Fiji,0
Finland,130
France,2650
Gabon,0
Georgia,0
Germany,5480
Ghana,0
Greece,90
Grenada,10
Guadeloupe,0
Guatemala,0
Guinea,0
Guyana,15
Haiti,0
Harari,0
Hazara,0
Hispanic,0
Hmong,0
Honduras,0
Hungary,285
Iceland,25
India,205
Indonesia,0
Iran,15
Iraq,25
Ireland,8660
Israel,105
Italy,645
Ivory Coast,0
Jamaica,120
Japan,30
Jordan,0
Karen,0
Kazakhstan,0
Kenya,10
Kosovo,0
Kurdistan,0
Kuwait,0
Kyrgyzstan,0
Laos,30
Latvia,55
Lebanon,0
Liberia,0
Libya,40
Lithuania,20
Luxembourg,0
Madagascar,0
Malaysia,10
Mali,0
Malinké,0
Malta,20
Martinique,0
Mauritania,0
Mauritius,0
Maya,0
Mexico,40
Moldova,0
Mongolia,0
Montenegro,0
Montserrat,0
Morocco,10
Myanmar (Burma),0
Nepal,10
Netherlands,2060
New Zealand,30
Nicaragua,0
Nigeria,10
"North African origins, n.o.c",0
North Macedonia,25
"Northern European origins, n.o.c ",10
Norway,165
Oromo,0
"Other African origins, n.o.c",145
"Other Asian origins, n.o.c",15
"Other European origins, n.o.c",40
"Other North American origins, n.o.c",0
"Pacific Islands origins, n.o.c",0
Pakistan,0
Palestine,15
Panama,0
Paraguay,15
Pashtun,0
Peru,0
Peulh,0
Philippines,65
Poland,735
"Polynesian, n.o.c",0
Portugal,110
Puerto Rico,20
Roma,25
Romania,85
Russia,295
Rwanda,0
Saint Kitts and Nevis,0
Saint Lucia,0
Saint Vincent and the Grenadines,0
Samoa,0
Saudi Arabia,0
Senegal,0
Serbia,10
Seychelles,0
Sierra Leone,0
Singapore,0
"Slavic, n.o.c",10
Slovakia,40
Slovenia,0
Somalia,0
South Africa,20
"South Asian origins, n.o.c",0
South Korea,85
"Southern European origins, n.o.c",0
"Southern and East African origins, n.o.c",0
Spain,165
Sri Lanka,0
Sudan,0
Sweden,190
Switzerland,150
Syria,0
Taiwan,0
Tajikistan,0
Tanzania,0
Tatar,0
Thailand,10
The Bahamas,0
The Gambia,0
Tigria,0
Togo,0
Trinidad and Tobago,20
Tunisia,0
Turkey,10
Turkmenistan,0
Uganda,0
Ukraine,535
United Kingdom,23200
United States,320
Uruguay,0
Uzbekistan,0
Venezuela,0
Vietnam,40
"West Central Asian and Middle Eastern origins, n.o.c",0
"West India, n.o.c",25
Wolof,0
Yemen,0
"Yugoslavian, n.o.c",15
Zambia,0
Zimbabwe,0
Zulu,0
