origin,population
Aboriginal from Central/South America (except Arawak and Maya),295
Afghanistan,1745
Akan,15
Albania,200
Algeria,40
Angola,55
Antigua and Barbuda,165
"Arab, n.o.c",670
Arawak,75
Argentina,150
Armenia,440
Ashanti,15
Assyrian,10
Australia,470
Austria,2455
Azerbaijan,25
Bangladesh,450
"Bantu, n.o.c",30
Barbados,1600
Belarus,215
Belgium,1280
Belize,35
Benin,0
Berber,10
Bermuda,40
Bhutan,0
"Black, n.o.c.",700
Bolivia,60
Bosnia,180
Brazil,390
"British Isles origins, n.o.c",13045
Bulgaria,295
Burkina Faso,0
Burundi,80
Cambodia,130
Cameroon,165
Canada,136980
Caribbean,180
"Caribbean origins, n.o.c",560
"Central and South American origins, n.o.c",270
"Central and West African origins, n.o.c",115
Chad,0
Chile,340
China,8625
Colombia,565
Coptic,25
Costa Rica,60
Croatia,1580
Cuba,340
Cyprus,100
Czech Republic,1040
"Czechoslovakian, n.o.c",420
DR Congo,295
Denmark,1880
Dinka,0
Djibouti,0
Dominican Republic,280
"East and Southeast Asian origins, n.o.c",45
"Eastern European origins, n.o.c",80
Ecuador,340
Egypt,665
El Salvador,330
Eritrea,45
Estonia,435
Ethiopia,170
Fiji,55
Finland,1690
France,37485
Gabon,0
Georgia,10
Germany,32880
Ghana,380
Greece,4695
Grenada,605
Guadeloupe,0
Guatemala,260
Guinea,45
Guyana,3535
Haiti,280
Harari,0
Hazara,0
Hispanic,85
Hmong,0
Honduras,45
Hungary,4540
Iceland,520
India,13245
Indonesia,265
Iran,820
Iraq,220
Ireland,83360
Israel,1030
Italy,23090
Ivory Coast,60
Jamaica,11850
Japan,1060
Jordan,145
Karen,0
Kazakhstan,0
Kenya,130
Kosovo,20
Kurdistan,40
Kuwait,10
Kyrgyzstan,15
Laos,115
Latvia,445
Lebanon,1170
Liberia,10
Libya,95
Lithuania,645
Luxembourg,20
Madagascar,0
Malaysia,190
Mali,15
Malinké,0
Malta,2255
Martinique,0
Mauritania,0
Mauritius,50
Maya,55
Mexico,915
Moldova,25
Mongolia,60
Montenegro,25
Montserrat,25
Morocco,125
Myanmar (Burma),80
Nepal,25
Netherlands,18470
New Zealand,145
Nicaragua,80
Nigeria,780
"North African origins, n.o.c",60
North Macedonia,2100
"Northern European origins, n.o.c ",405
Norway,1700
Oromo,10
"Other African origins, n.o.c",3540
"Other Asian origins, n.o.c",135
"Other European origins, n.o.c",895
"Other North American origins, n.o.c",25
"Pacific Islands origins, n.o.c",20
Pakistan,2800
Palestine,500
Panama,115
Paraguay,15
Pashtun,20
Peru,310
Peulh,0
Philippines,5870
Poland,15115
"Polynesian, n.o.c",0
Portugal,7835
Puerto Rico,55
Roma,15
Romania,1905
Russia,3615
Rwanda,45
Saint Kitts and Nevis,80
Saint Lucia,290
Saint Vincent and the Grenadines,635
Samoa,0
Saudi Arabia,150
Senegal,0
Serbia,950
Seychelles,20
Sierra Leone,50
Singapore,10
"Slavic, n.o.c",85
Slovakia,1115
Slovenia,740
Somalia,105
South Africa,620
"South Asian origins, n.o.c",1105
South Korea,655
"Southern European origins, n.o.c",10
"Southern and East African origins, n.o.c",195
Spain,5100
Sri Lanka,2280
Sudan,35
Sweden,2055
Switzerland,1320
Syria,340
Taiwan,70
Tajikistan,30
Tanzania,70
Tatar,25
Thailand,175
The Bahamas,120
The Gambia,10
Tigria,0
Togo,0
Trinidad and Tobago,3415
Tunisia,25
Turkey,480
Turkmenistan,0
Uganda,45
Ukraine,13700
United Kingdom,208275
United States,4420
Uruguay,50
Uzbekistan,70
Venezuela,365
Vietnam,710
"West Central Asian and Middle Eastern origins, n.o.c",135
"West India, n.o.c",2530
Wolof,0
Yemen,0
"Yugoslavian, n.o.c",645
Zambia,45
Zimbabwe,140
Zulu,25
