origin,population
Aboriginal from Central/South America (except Arawak and Maya),10
Afghanistan,40
Akan,0
Albania,0
Algeria,20
Angola,0
Antigua and Barbuda,15
"Arab, n.o.c",15
Arawak,10
Argentina,40
Armenia,35
Ashanti,0
Assyrian,0
Australia,155
Austria,335
Azerbaijan,10
Bangladesh,0
"Bantu, n.o.c",0
Barbados,80
Belarus,15
Belgium,310
Belize,10
Benin,0
Berber,10
Bermuda,35
Bhutan,0
"Black, n.o.c.",45
Bolivia,0
Bosnia,40
Brazil,60
"British Isles origins, n.o.c",3030
Bulgaria,10
Burkina Faso,0
Burundi,0
Cambodia,15
Cameroon,0
Canada,50110
Caribbean,10
"Caribbean origins, n.o.c",20
"Central and South American origins, n.o.c",80
"Central and West African origins, n.o.c",0
Chad,0
Chile,25
China,790
Colombia,20
Coptic,0
Costa Rica,10
Croatia,130
Cuba,20
Cyprus,40
Czech Republic,255
"Czechoslovakian, n.o.c",100
DR Congo,0
Denmark,535
Dinka,0
Djibouti,10
Dominican Republic,0
"East and Southeast Asian origins, n.o.c",0
"Eastern European origins, n.o.c",15
Ecuador,15
Egypt,75
El Salvador,50
Eritrea,0
Estonia,30
Ethiopia,0
Fiji,20
Finland,400
France,13355
Gabon,0
Georgia,0
Germany,10180
Ghana,0
Greece,645
Grenada,35
Guadeloupe,0
Guatemala,20
Guinea,0
Guyana,155
Haiti,35
Harari,0
Hazara,0
Hispanic,15
Hmong,0
Honduras,10
Hungary,730
Iceland,115
India,840
Indonesia,50
Iran,40
Iraq,10
Ireland,26950
Israel,210
Italy,3190
Ivory Coast,0
Jamaica,400
Japan,115
Jordan,10
Karen,0
Kazakhstan,0
Kenya,0
Kosovo,0
Kurdistan,10
Kuwait,0
Kyrgyzstan,0
Laos,0
Latvia,55
Lebanon,130
Liberia,0
Libya,0
Lithuania,100
Luxembourg,0
Madagascar,0
Malaysia,0
Mali,0
Malinké,0
Malta,75
Martinique,0
Mauritania,0
Mauritius,0
Maya,0
Mexico,100
Moldova,0
Mongolia,15
Montenegro,0
Montserrat,15
Morocco,10
Myanmar (Burma),20
Nepal,0
Netherlands,7690
New Zealand,25
Nicaragua,60
Nigeria,60
"North African origins, n.o.c",0
North Macedonia,50
"Northern European origins, n.o.c ",140
Norway,510
Oromo,0
"Other African origins, n.o.c",335
"Other Asian origins, n.o.c",15
"Other European origins, n.o.c",145
"Other North American origins, n.o.c",15
"Pacific Islands origins, n.o.c",0
Pakistan,150
Palestine,50
Panama,0
Paraguay,0
Pashtun,0
Peru,10
Peulh,0
Philippines,455
Poland,2075
"Polynesian, n.o.c",0
Portugal,685
Puerto Rico,10
Roma,0
Romania,270
Russia,555
Rwanda,0
Saint Kitts and Nevis,20
Saint Lucia,0
Saint Vincent and the Grenadines,10
Samoa,0
Saudi Arabia,0
Senegal,0
Serbia,85
Seychelles,0
Sierra Leone,0
Singapore,0
"Slavic, n.o.c",0
Slovakia,70
Slovenia,95
Somalia,10
South Africa,50
"South Asian origins, n.o.c",45
South Korea,275
"Southern European origins, n.o.c",10
"Southern and East African origins, n.o.c",10
Spain,555
Sri Lanka,95
Sudan,0
Sweden,650
Switzerland,305
Syria,30
Taiwan,0
Tajikistan,0
Tanzania,0
Tatar,0
Thailand,15
The Bahamas,10
The Gambia,0
Tigria,0
Togo,0
Trinidad and Tobago,80
Tunisia,0
Turkey,40
Turkmenistan,0
Uganda,0
Ukraine,1615
United Kingdom,61300
United States,1025
Uruguay,10
Uzbekistan,0
Venezuela,20
Vietnam,200
"West Central Asian and Middle Eastern origins, n.o.c",20
"West India, n.o.c",110
Wolof,0
Yemen,0
"Yugoslavian, n.o.c",60
Zambia,0
Zimbabwe,10
Zulu,0
