origin,population
Canada,8100
Canada,55
Canada,4005
Canada,55
United States,2195
Canada,27820
Canada,0
Canada,40
Canada,10
Canada,0
Canada,35
"Other North American origins, n.o.c",10
United Kingdom,0
United Kingdom,10
United Kingdom,34545
Ireland,20130
United Kingdom,30
United Kingdom,25440
United Kingdom,3495
"British Isles origins, n.o.c",2755
France,0
France,0
France,0
France,12100
Austria,1510
Germany,15
Belgium,640
Netherlands,5390
Belgium,75
Netherlands,20
Germany,18740
Luxembourg,30
Switzerland,840
Denmark,1565
Finland,1065
Iceland,660
Norway,4430
Sweden,3795
"Northern European origins, n.o.c ",515
Bulgaria,10
Belarus,40
Czech Republic,450
"Czechoslovakian, n.o.c",300
Estonia,110
Hungary,1510
Latvia,120
Lithuania,40
Moldova,10
Poland,4025
Romania,775
Russia,3180
Slovakia,205
Ukraine,7760
"Eastern European origins, n.o.c",55
Albania,15
Bosnia,25
Spain,0
Croatia,445
Cyprus,0
Greece,400
Italy,6080
Kosovo,0
North Macedonia,10
Malta,10
Montenegro,15
Portugal,780
Serbia,120
Italy,0
Slovenia,130
Spain,775
"Yugoslavian, n.o.c",195
"Southern European origins, n.o.c",10
Spain,10
Israel,245
Roma,30
"Slavic, n.o.c",20
"Other European origins, n.o.c",635
Antigua and Barbuda,0
The Bahamas,0
Barbados,25
Bermuda,0
Caribbean,0
Cuba,20
Dominican Republic,0
Grenada,0
Guadeloupe,0
Haiti,20
Jamaica,105
Saint Kitts and Nevis,0
Martinique,0
Montserrat,0
Puerto Rico,20
Saint Lucia,0
Trinidad and Tobago,30
Saint Vincent and the Grenadines,0
"West India, n.o.c",30
"Caribbean origins, n.o.c",0
Aboriginal from Central/South America (except Arawak and Maya),35
Arawak,0
Argentina,15
Belize,25
Bolivia,0
Brazil,65
Chile,55
Colombia,25
Costa Rica,20
Ecuador,0
Guatemala,30
Guyana,15
Hispanic,0
Honduras,10
Maya,10
Mexico,475
Nicaragua,25
Panama,0
Paraguay,30
Peru,25
El Salvador,30
Uruguay,0
Venezuela,10
"Central and South American origins, n.o.c",15
Akan,0
Angola,0
Ashanti,0
Benin,0
Burkina Faso,0
Cameroon,15
Chad,0
DR Congo,0
Nigeria,10
Togo,0
Gabon,0
The Gambia,0
Ghana,25
Guinea,0
Nigeria,20
Ivory Coast,10
Liberia,0
Mali,0
Malinké,0
Nigeria,85
Peulh,0
Senegal,0
Sierra Leone,0
Togo,0
Wolof,0
Nigeria,15
"Central and West African origins, n.o.c",0
Algeria,0
Berber,0
Coptic,0
Dinka,0
Egypt,0
Libya,0
Mauritania,0
Morocco,10
Sudan,0
Tunisia,15
"North African origins, n.o.c",0
South Africa,0
Ethiopia,0
"Bantu, n.o.c",0
Burundi,0
Djibouti,0
Eritrea,0
Ethiopia,20
Harari,0
Kenya,0
Madagascar,10
Mauritius,35
Oromo,0
Rwanda,0
Seychelles,0
Somalia,0
South Africa,145
Tanzania,0
Tigria,0
Uganda,10
Zambia,10
Zimbabwe,40
Zulu,0
"Southern and East African origins, n.o.c",10
"Black, n.o.c.",75
"Other African origins, n.o.c",250
Afghanistan,0
"Arab, n.o.c",55
Armenia,0
Assyrian,10
Azerbaijan,0
Georgia,0
Hazara,0
Iran,100
Iraq,0
Israel,0
Jordan,0
Kazakhstan,0
Kurdistan,0
Kuwait,0
Kyrgyzstan,0
Lebanon,140
Palestine,0
Pashtun,0
Saudi Arabia,70
Syria,40
Tajikistan,0
Tatar,10
Turkey,45
Turkmenistan,0
China,0
Uzbekistan,15
Yemen,0
"West Central Asian and Middle Eastern origins, n.o.c",50
Bangladesh,30
Bangladesh,0
Bhutan,0
India,2285
India,0
India,0
India,0
Nepal,30
Pakistan,100
India,240
Sri Lanka,0
Sri Lanka,30
India,10
"South Asian origins, n.o.c",65
Myanmar (Burma),0
Cambodia,10
China,1560
Philippines,885
Hmong,0
Indonesia,40
Japan,1015
Karen,0
South Korea,245
Laos,10
Malaysia,30
Mongolia,30
Singapore,10
Taiwan,75
Thailand,70
China,0
Vietnam,135
"East and Southeast Asian origins, n.o.c",0
"Other Asian origins, n.o.c",35
Australia,385
New Zealand,215
Fiji,10
United States,15
New Zealand,0
Samoa,0
"Polynesian, n.o.c",0
"Pacific Islands origins, n.o.c",0

































