origin,population
Canada,1320
Canada,25
Canada,610
Canada,400
United States,180
Canada,41195
Canada,10
Canada,0
Canada,0
Canada,20
Canada,1290
"Other North American origins, n.o.c",0
United Kingdom,55
United Kingdom,0
United Kingdom,820
Ireland,1840
United Kingdom,10
United Kingdom,765
United Kingdom,20
"British Isles origins, n.o.c",35
France,10
France,95
France,15
France,14805
Austria,0
Germany,0
Belgium,170
Netherlands,95
Belgium,10
Netherlands,0
Germany,570
Luxembourg,20
Switzerland,85
Denmark,20
Finland,20
Iceland,0
Norway,20
Sweden,0
"Northern European origins, n.o.c ",0
Bulgaria,10
Belarus,10
Czech Republic,0
"Czechoslovakian, n.o.c",0
Estonia,10
Hungary,15
Latvia,0
Lithuania,0
Moldova,0
Poland,60
Romania,30
Russia,10
Slovakia,0
Ukraine,55
"Eastern European origins, n.o.c",0
Albania,0
Bosnia,0
Spain,0
Croatia,10
Cyprus,0
Greece,20
Italy,330
Kosovo,0
North Macedonia,0
Malta,0
Montenegro,0
Portugal,50
Serbia,15
Italy,0
Slovenia,0
Spain,180
"Yugoslavian, n.o.c",0
"Southern European origins, n.o.c",0
Spain,30
Israel,30
Roma,0
"Slavic, n.o.c",0
"Other European origins, n.o.c",25
Antigua and Barbuda,0
The Bahamas,0
Barbados,0
Bermuda,0
Caribbean,0
Cuba,0
Dominican Republic,10
Grenada,0
Guadeloupe,0
Haiti,40
Jamaica,0
Saint Kitts and Nevis,0
Martinique,30
Montserrat,0
Puerto Rico,0
Saint Lucia,0
Trinidad and Tobago,0
Saint Vincent and the Grenadines,0
"West India, n.o.c",0
"Caribbean origins, n.o.c",0
Aboriginal from Central/South America (except Arawak and Maya),0
Arawak,0
Argentina,15
Belize,0
Bolivia,0
Brazil,0
Chile,25
Colombia,30
Costa Rica,0
Ecuador,0
Guatemala,0
Guyana,0
Hispanic,0
Honduras,10
Maya,0
Mexico,20
Nicaragua,10
Panama,15
Paraguay,0
Peru,0
El Salvador,10
Uruguay,0
Venezuela,20
"Central and South American origins, n.o.c",10
Akan,0
Angola,0
Ashanti,0
Benin,10
Burkina Faso,0
Cameroon,40
Chad,0
DR Congo,0
Nigeria,0
Togo,0
Gabon,0
The Gambia,0
Ghana,0
Guinea,0
Nigeria,0
Ivory Coast,25
Liberia,0
Mali,10
Malinké,0
Nigeria,10
Peulh,0
Senegal,50
Sierra Leone,0
Togo,10
Wolof,0
Nigeria,0
"Central and West African origins, n.o.c",40
Algeria,20
Berber,10
Coptic,0
Dinka,0
Egypt,10
Libya,0
Mauritania,0
Morocco,100
Sudan,0
Tunisia,35
"North African origins, n.o.c",0
South Africa,0
Ethiopia,0
"Bantu, n.o.c",0
Burundi,0
Djibouti,0
Eritrea,0
Ethiopia,0
Harari,0
Kenya,0
Madagascar,35
Mauritius,0
Oromo,0
Rwanda,0
Seychelles,0
Somalia,0
South Africa,0
Tanzania,0
Tigria,0
Uganda,0
Zambia,0
Zimbabwe,0
Zulu,0
"Southern and East African origins, n.o.c",15
"Black, n.o.c.",10
"Other African origins, n.o.c",50
Afghanistan,0
"Arab, n.o.c",10
Armenia,0
Assyrian,0
Azerbaijan,0
Georgia,0
Hazara,0
Iran,0
Iraq,0
Israel,0
Jordan,0
Kazakhstan,0
Kurdistan,0
Kuwait,0
Kyrgyzstan,0
Lebanon,55
Palestine,0
Pashtun,0
Saudi Arabia,0
Syria,0
Tajikistan,15
Tatar,0
Turkey,0
Turkmenistan,0
China,0
Uzbekistan,0
Yemen,0
"West Central Asian and Middle Eastern origins, n.o.c",0
Bangladesh,0
Bangladesh,10
Bhutan,0
India,10
India,0
India,0
India,0
Nepal,0
Pakistan,0
India,10
Sri Lanka,0
Sri Lanka,0
India,0
"South Asian origins, n.o.c",0
Myanmar (Burma),0
Cambodia,0
China,175
Philippines,10
Hmong,0
Indonesia,0
Japan,0
Karen,0
South Korea,25
Laos,0
Malaysia,0
Mongolia,10
Singapore,0
Taiwan,0
Thailand,0
China,0
Vietnam,15
"East and Southeast Asian origins, n.o.c",0
"Other Asian origins, n.o.c",0
Australia,10
New Zealand,0
Fiji,0
United States,0
New Zealand,0
Samoa,0
"Polynesian, n.o.c",0
"Pacific Islands origins, n.o.c",0

































