origin,population
Canada,1265
Canada,45
Canada,1175
Canada,20
United States,565
Canada,7255
Canada,10
Canada,10
Canada,0
Canada,0
Canada,25
"Other North American origins, n.o.c",0
United Kingdom,0
United Kingdom,0
United Kingdom,9555
Ireland,5065
United Kingdom,10
United Kingdom,6365
United Kingdom,805
"British Isles origins, n.o.c",865
France,0
France,0
France,0
France,3105
Austria,435
Germany,10
Belgium,120
Netherlands,1405
Belgium,0
Netherlands,10
Germany,5295
Luxembourg,0
Switzerland,250
Denmark,335
Finland,180
Iceland,180
Norway,1330
Sweden,1105
"Northern European origins, n.o.c ",180
Bulgaria,10
Belarus,0
Czech Republic,265
"Czechoslovakian, n.o.c",100
Estonia,15
Hungary,560
Latvia,10
Lithuania,35
Moldova,10
Poland,1060
Romania,155
Russia,930
Slovakia,65
Ukraine,1895
"Eastern European origins, n.o.c",0
Albania,0
Bosnia,0
Spain,0
Croatia,85
Cyprus,0
Greece,40
Italy,1655
Kosovo,0
North Macedonia,0
Malta,0
Montenegro,0
Portugal,125
Serbia,0
Italy,0
Slovenia,70
Spain,195
"Yugoslavian, n.o.c",50
"Southern European origins, n.o.c",0
Spain,0
Israel,55
Roma,10
"Slavic, n.o.c",15
"Other European origins, n.o.c",70
Antigua and Barbuda,15
The Bahamas,0
Barbados,0
Bermuda,0
Caribbean,0
Cuba,15
Dominican Republic,0
Grenada,0
Guadeloupe,0
Haiti,15
Jamaica,80
Saint Kitts and Nevis,0
Martinique,0
Montserrat,0
Puerto Rico,10
Saint Lucia,0
Trinidad and Tobago,20
Saint Vincent and the Grenadines,0
"West India, n.o.c",0
"Caribbean origins, n.o.c",10
Aboriginal from Central/South America (except Arawak and Maya),10
Arawak,0
Argentina,0
Belize,0
Bolivia,0
Brazil,0
Chile,10
Colombia,0
Costa Rica,60
Ecuador,0
Guatemala,15
Guyana,0
Hispanic,0
Honduras,0
Maya,0
Mexico,45
Nicaragua,0
Panama,0
Paraguay,0
Peru,0
El Salvador,10
Uruguay,0
Venezuela,0
"Central and South American origins, n.o.c",10
Akan,0
Angola,0
Ashanti,0
Benin,0
Burkina Faso,0
Cameroon,0
Chad,0
DR Congo,0
Nigeria,0
Togo,0
Gabon,0
The Gambia,0
Ghana,0
Guinea,0
Nigeria,0
Ivory Coast,0
Liberia,0
Mali,0
Malinké,0
Nigeria,0
Peulh,0
Senegal,0
Sierra Leone,0
Togo,0
Wolof,0
Nigeria,0
"Central and West African origins, n.o.c",0
Algeria,0
Berber,0
Coptic,0
Dinka,0
Egypt,0
Libya,0
Mauritania,0
Morocco,10
Sudan,0
Tunisia,10
"North African origins, n.o.c",0
South Africa,0
Ethiopia,0
"Bantu, n.o.c",0
Burundi,0
Djibouti,0
Eritrea,0
Ethiopia,30
Harari,0
Kenya,0
Madagascar,0
Mauritius,0
Oromo,0
Rwanda,0
Seychelles,0
Somalia,0
South Africa,70
Tanzania,0
Tigria,0
Uganda,0
Zambia,0
Zimbabwe,0
Zulu,0
"Southern and East African origins, n.o.c",0
"Black, n.o.c.",25
"Other African origins, n.o.c",50
Afghanistan,0
"Arab, n.o.c",10
Armenia,0
Assyrian,0
Azerbaijan,0
Georgia,10
Hazara,0
Iran,40
Iraq,0
Israel,10
Jordan,0
Kazakhstan,0
Kurdistan,0
Kuwait,0
Kyrgyzstan,0
Lebanon,10
Palestine,0
Pashtun,0
Saudi Arabia,0
Syria,10
Tajikistan,0
Tatar,0
Turkey,10
Turkmenistan,0
China,0
Uzbekistan,0
Yemen,0
"West Central Asian and Middle Eastern origins, n.o.c",10
Bangladesh,0
Bangladesh,0
Bhutan,0
India,170
India,0
India,0
India,0
Nepal,0
Pakistan,10
India,0
Sri Lanka,0
Sri Lanka,0
India,0
"South Asian origins, n.o.c",0
Myanmar (Burma),30
Cambodia,0
China,290
Philippines,155
Hmong,0
Indonesia,40
Japan,130
Karen,0
South Korea,95
Laos,0
Malaysia,0
Mongolia,0
Singapore,0
Taiwan,10
Thailand,15
China,0
Vietnam,0
"East and Southeast Asian origins, n.o.c",0
"Other Asian origins, n.o.c",0
Australia,55
New Zealand,20
Fiji,0
United States,0
New Zealand,0
Samoa,0
"Polynesian, n.o.c",0
"Pacific Islands origins, n.o.c",0

































