origin,population
Canada,395
Canada,0
Canada,150
Canada,0
United States,220
Canada,5305
Canada,0
Canada,0
Canada,0
Canada,0
Canada,10
"Other North American origins, n.o.c",0
United Kingdom,0
United Kingdom,0
United Kingdom,5105
Ireland,2580
United Kingdom,0
United Kingdom,2945
United Kingdom,260
"British Isles origins, n.o.c",390
France,0
France,0
France,0
France,1360
Austria,60
Germany,0
Belgium,1380
Netherlands,1470
Belgium,20
Netherlands,10
Germany,2800
Luxembourg,0
Switzerland,70
Denmark,35
Finland,80
Iceland,10
Norway,85
Sweden,105
"Northern European origins, n.o.c ",25
Bulgaria,0
Belarus,0
Czech Republic,20
"Czechoslovakian, n.o.c",25
Estonia,0
Hungary,990
Latvia,0
Lithuania,65
Moldova,0
Poland,390
Romania,95
Russia,255
Slovakia,75
Ukraine,340
"Eastern European origins, n.o.c",0
Albania,0
Bosnia,0
Spain,0
Croatia,70
Cyprus,0
Greece,100
Italy,310
Kosovo,0
North Macedonia,20
Malta,10
Montenegro,0
Portugal,165
Serbia,0
Italy,0
Slovenia,25
Spain,70
"Yugoslavian, n.o.c",70
"Southern European origins, n.o.c",0
Spain,0
Israel,25
Roma,0
"Slavic, n.o.c",0
"Other European origins, n.o.c",55
Antigua and Barbuda,0
The Bahamas,0
Barbados,25
Bermuda,0
Caribbean,0
Cuba,10
Dominican Republic,10
Grenada,10
Guadeloupe,0
Haiti,0
Jamaica,40
Saint Kitts and Nevis,0
Martinique,0
Montserrat,0
Puerto Rico,10
Saint Lucia,0
Trinidad and Tobago,0
Saint Vincent and the Grenadines,0
"West India, n.o.c",30
"Caribbean origins, n.o.c",0
Aboriginal from Central/South America (except Arawak and Maya),0
Arawak,0
Argentina,0
Belize,0
Bolivia,0
Brazil,0
Chile,0
Colombia,10
Costa Rica,0
Ecuador,0
Guatemala,0
Guyana,10
Hispanic,0
Honduras,0
Maya,0
Mexico,265
Nicaragua,0
Panama,0
Paraguay,0
Peru,0
El Salvador,10
Uruguay,0
Venezuela,0
"Central and South American origins, n.o.c",0
Akan,0
Angola,0
Ashanti,0
Benin,0
Burkina Faso,0
Cameroon,0
Chad,0
DR Congo,0
Nigeria,0
Togo,0
Gabon,0
The Gambia,0
Ghana,0
Guinea,0
Nigeria,0
Ivory Coast,0
Liberia,0
Mali,0
Malinké,0
Nigeria,0
Peulh,0
Senegal,0
Sierra Leone,0
Togo,0
Wolof,0
Nigeria,0
"Central and West African origins, n.o.c",0
Algeria,0
Berber,0
Coptic,0
Dinka,0
Egypt,10
Libya,0
Mauritania,0
Morocco,0
Sudan,0
Tunisia,0
"North African origins, n.o.c",0
South Africa,0
Ethiopia,0
"Bantu, n.o.c",0
Burundi,0
Djibouti,0
Eritrea,0
Ethiopia,0
Harari,0
Kenya,0
Madagascar,0
Mauritius,0
Oromo,0
Rwanda,0
Seychelles,0
Somalia,0
South Africa,0
Tanzania,0
Tigria,0
Uganda,0
Zambia,0
Zimbabwe,0
Zulu,0
"Southern and East African origins, n.o.c",0
"Black, n.o.c.",0
"Other African origins, n.o.c",20
Afghanistan,0
"Arab, n.o.c",0
Armenia,0
Assyrian,0
Azerbaijan,0
Georgia,0
Hazara,0
Iran,0
Iraq,10
Israel,0
Jordan,0
Kazakhstan,0
Kurdistan,0
Kuwait,0
Kyrgyzstan,0
Lebanon,10
Palestine,0
Pashtun,0
Saudi Arabia,0
Syria,0
Tajikistan,0
Tatar,0
Turkey,0
Turkmenistan,0
China,0
Uzbekistan,0
Yemen,0
"West Central Asian and Middle Eastern origins, n.o.c",0
Bangladesh,0
Bangladesh,0
Bhutan,0
India,65
India,0
India,0
India,0
Nepal,0
Pakistan,0
India,0
Sri Lanka,0
Sri Lanka,0
India,0
"South Asian origins, n.o.c",0
Myanmar (Burma),10
Cambodia,0
China,15
Philippines,85
Hmong,0
Indonesia,0
Japan,0
Karen,0
South Korea,15
Laos,0
Malaysia,0
Mongolia,0
Singapore,0
Taiwan,0
Thailand,0
China,0
Vietnam,125
"East and Southeast Asian origins, n.o.c",0
"Other Asian origins, n.o.c",0
Australia,20
New Zealand,0
Fiji,0
United States,0
New Zealand,0
Samoa,0
"Polynesian, n.o.c",0
"Pacific Islands origins, n.o.c",0

































