origin,population
Aboriginal from Central/South America (except Arawak and Maya),0
Afghanistan,20
Akan,0
Albania,0
Algeria,0
Angola,0
Antigua and Barbuda,0
"Arab, n.o.c",0
Arawak,0
Argentina,0
Armenia,15
Ashanti,0
Assyrian,0
Australia,25
Austria,115
Azerbaijan,0
Bangladesh,0
"Bantu, n.o.c",0
Barbados,10
Belarus,0
Belgium,25
Belize,0
Benin,0
Berber,0
Bermuda,0
Bhutan,0
"Black, n.o.c.",10
Bolivia,0
Bosnia,0
Brazil,0
"British Isles origins, n.o.c",540
Bulgaria,10
Burkina Faso,0
Burundi,0
Cambodia,0
Cameroon,0
Canada,8020
Caribbean,0
"Caribbean origins, n.o.c",0
"Central and South American origins, n.o.c",10
"Central and West African origins, n.o.c",0
Chad,0
Chile,0
China,95
Colombia,15
Coptic,0
Costa Rica,10
Croatia,25
Cuba,0
Cyprus,0
Czech Republic,35
"Czechoslovakian, n.o.c",55
DR Congo,0
Denmark,220
Dinka,0
Djibouti,0
Dominican Republic,0
"East and Southeast Asian origins, n.o.c",0
"Eastern European origins, n.o.c",15
Ecuador,0
Egypt,0
El Salvador,0
Eritrea,0
Estonia,10
Ethiopia,0
Fiji,10
Finland,170
France,2205
Gabon,0
Georgia,0
Germany,2780
Ghana,0
Greece,65
Grenada,0
Guadeloupe,0
Guatemala,0
Guinea,0
Guyana,0
Haiti,0
Harari,0
Hazara,0
Hispanic,0
Hmong,0
Honduras,0
Hungary,235
Iceland,90
India,415
Indonesia,20
Iran,0
Iraq,0
Ireland,2565
Israel,70
Italy,525
Ivory Coast,0
Jamaica,10
Japan,35
Jordan,0
Karen,0
Kazakhstan,0
Kenya,0
Kosovo,0
Kurdistan,0
Kuwait,0
Kyrgyzstan,0
Laos,10
Latvia,15
Lebanon,20
Liberia,0
Libya,0
Lithuania,20
Luxembourg,0
Madagascar,0
Malaysia,0
Mali,0
Malinké,0
Malta,0
Martinique,0
Mauritania,0
Mauritius,0
Maya,10
Mexico,20
Moldova,0
Mongolia,0
Montenegro,0
Montserrat,0
Morocco,0
Myanmar (Burma),0
Nepal,0
Netherlands,890
New Zealand,15
Nicaragua,30
Nigeria,0
"North African origins, n.o.c",0
North Macedonia,0
"Northern European origins, n.o.c ",70
Norway,880
Oromo,0
"Other African origins, n.o.c",110
"Other Asian origins, n.o.c",10
"Other European origins, n.o.c",80
"Other North American origins, n.o.c",0
"Pacific Islands origins, n.o.c",0
Pakistan,0
Palestine,0
Panama,0
Paraguay,0
Pashtun,0
Peru,0
Peulh,0
Philippines,200
Poland,475
"Polynesian, n.o.c",0
Portugal,725
Puerto Rico,0
Roma,0
Romania,95
Russia,250
Rwanda,0
Saint Kitts and Nevis,0
Saint Lucia,0
Saint Vincent and the Grenadines,0
Samoa,0
Saudi Arabia,0
Senegal,0
Serbia,10
Seychelles,0
Sierra Leone,0
Singapore,0
"Slavic, n.o.c",0
Slovakia,55
Slovenia,15
Somalia,0
South Africa,40
"South Asian origins, n.o.c",0
South Korea,45
"Southern European origins, n.o.c",0
"Southern and East African origins, n.o.c",0
Spain,90
Sri Lanka,0
Sudan,0
Sweden,515
Switzerland,190
Syria,0
Taiwan,0
Tajikistan,0
Tanzania,0
Tatar,0
Thailand,10
The Bahamas,0
The Gambia,0
Tigria,0
Togo,0
Trinidad and Tobago,10
Tunisia,0
Turkey,0
Turkmenistan,0
Uganda,0
Ukraine,875
United Kingdom,7410
United States,330
Uruguay,10
Uzbekistan,0
Venezuela,0
Vietnam,10
"West Central Asian and Middle Eastern origins, n.o.c",15
"West India, n.o.c",0
Wolof,0
Yemen,0
"Yugoslavian, n.o.c",25
Zambia,0
Zimbabwe,0
Zulu,0
