origin,population
Canada,1500
Canada,25
Canada,390
Canada,15
United States,210
Canada,2900
Canada,0
Canada,20
Canada,0
Canada,0
Canada,0
"Other North American origins, n.o.c",0
United Kingdom,0
United Kingdom,0
United Kingdom,3125
Ireland,1925
United Kingdom,0
United Kingdom,2135
United Kingdom,315
"British Isles origins, n.o.c",375
France,0
France,0
France,0
France,1320
Austria,95
Germany,0
Belgium,75
Netherlands,590
Belgium,10
Netherlands,0
Germany,3130
Luxembourg,0
Switzerland,30
Denmark,150
Finland,60
Iceland,25
Norway,750
Sweden,740
"Northern European origins, n.o.c ",55
Bulgaria,0
Belarus,10
Czech Republic,55
"Czechoslovakian, n.o.c",30
Estonia,0
Hungary,95
Latvia,10
Lithuania,0
Moldova,0
Poland,655
Romania,50
Russia,360
Slovakia,30
Ukraine,1070
"Eastern European origins, n.o.c",10
Albania,0
Bosnia,0
Spain,0
Croatia,0
Cyprus,0
Greece,35
Italy,130
Kosovo,0
North Macedonia,0
Malta,0
Montenegro,0
Portugal,95
Serbia,0
Italy,0
Slovenia,0
Spain,180
"Yugoslavian, n.o.c",0
"Southern European origins, n.o.c",0
Spain,0
Israel,45
Roma,0
"Slavic, n.o.c",0
"Other European origins, n.o.c",25
Antigua and Barbuda,0
The Bahamas,0
Barbados,20
Bermuda,0
Caribbean,0
Cuba,0
Dominican Republic,0
Grenada,0
Guadeloupe,0
Haiti,0
Jamaica,60
Saint Kitts and Nevis,0
Martinique,0
Montserrat,0
Puerto Rico,0
Saint Lucia,0
Trinidad and Tobago,20
Saint Vincent and the Grenadines,0
"West India, n.o.c",0
"Caribbean origins, n.o.c",0
Aboriginal from Central/South America (except Arawak and Maya),0
Arawak,0
Argentina,0
Belize,0
Bolivia,0
Brazil,0
Chile,10
Colombia,0
Costa Rica,0
Ecuador,0
Guatemala,0
Guyana,0
Hispanic,0
Honduras,0
Maya,0
Mexico,110
Nicaragua,0
Panama,0
Paraguay,0
Peru,0
El Salvador,30
Uruguay,0
Venezuela,0
"Central and South American origins, n.o.c",0
Akan,0
Angola,0
Ashanti,0
Benin,0
Burkina Faso,0
Cameroon,0
Chad,0
DR Congo,0
Nigeria,0
Togo,0
Gabon,0
The Gambia,0
Ghana,0
Guinea,0
Nigeria,0
Ivory Coast,0
Liberia,0
Mali,0
Malinké,0
Nigeria,10
Peulh,0
Senegal,0
Sierra Leone,0
Togo,0
Wolof,0
Nigeria,0
"Central and West African origins, n.o.c",0
Algeria,0
Berber,0
Coptic,0
Dinka,0
Egypt,0
Libya,0
Mauritania,0
Morocco,0
Sudan,10
Tunisia,0
"North African origins, n.o.c",0
South Africa,0
Ethiopia,0
"Bantu, n.o.c",0
Burundi,0
Djibouti,0
Eritrea,0
Ethiopia,0
Harari,0
Kenya,0
Madagascar,0
Mauritius,0
Oromo,0
Rwanda,0
Seychelles,0
Somalia,0
South Africa,0
Tanzania,0
Tigria,0
Uganda,0
Zambia,20
Zimbabwe,0
Zulu,0
"Southern and East African origins, n.o.c",20
"Black, n.o.c.",10
"Other African origins, n.o.c",25
Afghanistan,0
"Arab, n.o.c",0
Armenia,0
Assyrian,0
Azerbaijan,0
Georgia,0
Hazara,0
Iran,0
Iraq,0
Israel,0
Jordan,0
Kazakhstan,0
Kurdistan,0
Kuwait,0
Kyrgyzstan,0
Lebanon,130
Palestine,15
Pashtun,0
Saudi Arabia,0
Syria,30
Tajikistan,0
Tatar,10
Turkey,10
Turkmenistan,0
China,0
Uzbekistan,0
Yemen,0
"West Central Asian and Middle Eastern origins, n.o.c",10
Bangladesh,0
Bangladesh,0
Bhutan,0
India,130
India,0
India,0
India,0
Nepal,0
Pakistan,70
India,15
Sri Lanka,0
Sri Lanka,0
India,0
"South Asian origins, n.o.c",0
Myanmar (Burma),0
Cambodia,0
China,140
Philippines,635
Hmong,0
Indonesia,0
Japan,45
Karen,0
South Korea,15
Laos,0
Malaysia,0
Mongolia,0
Singapore,0
Taiwan,0
Thailand,0
China,20
Vietnam,0
"East and Southeast Asian origins, n.o.c",0
"Other Asian origins, n.o.c",10
Australia,30
New Zealand,0
Fiji,10
United States,0
New Zealand,0
Samoa,0
"Polynesian, n.o.c",10
"Pacific Islands origins, n.o.c",0

































