origin,population
Canada,580
Canada,25
Canada,440
Canada,15
United States,295
Canada,4195
Canada,0
Canada,40
Canada,0
Canada,0
Canada,0
"Other North American origins, n.o.c",0
United Kingdom,0
United Kingdom,0
United Kingdom,3880
Ireland,2390
United Kingdom,0
United Kingdom,2950
United Kingdom,260
"British Isles origins, n.o.c",450
France,0
France,0
France,0
France,1715
Austria,175
Germany,0
Belgium,55
Netherlands,1025
Belgium,15
Netherlands,10
Germany,3555
Luxembourg,10
Switzerland,100
Denmark,455
Finland,80
Iceland,90
Norway,710
Sweden,365
"Northern European origins, n.o.c ",65
Bulgaria,0
Belarus,0
Czech Republic,55
"Czechoslovakian, n.o.c",40
Estonia,0
Hungary,220
Latvia,25
Lithuania,40
Moldova,0
Poland,515
Romania,75
Russia,440
Slovakia,15
Ukraine,1065
"Eastern European origins, n.o.c",0
Albania,0
Bosnia,0
Spain,0
Croatia,25
Cyprus,0
Greece,95
Italy,360
Kosovo,0
North Macedonia,0
Malta,0
Montenegro,0
Portugal,25
Serbia,20
Italy,0
Slovenia,0
Spain,55
"Yugoslavian, n.o.c",20
"Southern European origins, n.o.c",0
Spain,0
Israel,10
Roma,0
"Slavic, n.o.c",0
"Other European origins, n.o.c",35
Antigua and Barbuda,0
The Bahamas,0
Barbados,0
Bermuda,0
Caribbean,0
Cuba,0
Dominican Republic,0
Grenada,0
Guadeloupe,0
Haiti,10
Jamaica,70
Saint Kitts and Nevis,0
Martinique,0
Montserrat,0
Puerto Rico,10
Saint Lucia,0
Trinidad and Tobago,0
Saint Vincent and the Grenadines,0
"West India, n.o.c",30
"Caribbean origins, n.o.c",0
Aboriginal from Central/South America (except Arawak and Maya),0
Arawak,0
Argentina,10
Belize,0
Bolivia,0
Brazil,10
Chile,0
Colombia,0
Costa Rica,0
Ecuador,0
Guatemala,0
Guyana,15
Hispanic,0
Honduras,0
Maya,0
Mexico,20
Nicaragua,0
Panama,15
Paraguay,0
Peru,0
El Salvador,0
Uruguay,0
Venezuela,0
"Central and South American origins, n.o.c",0
Akan,0
Angola,0
Ashanti,0
Benin,0
Burkina Faso,0
Cameroon,0
Chad,0
DR Congo,0
Nigeria,0
Togo,0
Gabon,0
The Gambia,0
Ghana,0
Guinea,0
Nigeria,0
Ivory Coast,0
Liberia,0
Mali,0
Malinké,0
Nigeria,25
Peulh,0
Senegal,0
Sierra Leone,0
Togo,0
Wolof,0
Nigeria,0
"Central and West African origins, n.o.c",0
Algeria,0
Berber,0
Coptic,0
Dinka,0
Egypt,0
Libya,0
Mauritania,0
Morocco,0
Sudan,10
Tunisia,0
"North African origins, n.o.c",0
South Africa,0
Ethiopia,0
"Bantu, n.o.c",0
Burundi,0
Djibouti,0
Eritrea,0
Ethiopia,30
Harari,0
Kenya,0
Madagascar,0
Mauritius,0
Oromo,0
Rwanda,0
Seychelles,0
Somalia,0
South Africa,30
Tanzania,0
Tigria,0
Uganda,0
Zambia,0
Zimbabwe,0
Zulu,0
"Southern and East African origins, n.o.c",0
"Black, n.o.c.",0
"Other African origins, n.o.c",35
Afghanistan,0
"Arab, n.o.c",10
Armenia,0
Assyrian,0
Azerbaijan,0
Georgia,0
Hazara,0
Iran,0
Iraq,0
Israel,0
Jordan,0
Kazakhstan,0
Kurdistan,0
Kuwait,0
Kyrgyzstan,0
Lebanon,15
Palestine,0
Pashtun,0
Saudi Arabia,0
Syria,35
Tajikistan,0
Tatar,0
Turkey,10
Turkmenistan,0
China,0
Uzbekistan,0
Yemen,0
"West Central Asian and Middle Eastern origins, n.o.c",0
Bangladesh,0
Bangladesh,0
Bhutan,0
India,135
India,0
India,0
India,0
Nepal,0
Pakistan,0
India,0
Sri Lanka,0
Sri Lanka,0
India,0
"South Asian origins, n.o.c",0
Myanmar (Burma),0
Cambodia,0
China,100
Philippines,370
Hmong,0
Indonesia,15
Japan,35
Karen,0
South Korea,45
Laos,0
Malaysia,0
Mongolia,0
Singapore,0
Taiwan,10
Thailand,0
China,0
Vietnam,0
"East and Southeast Asian origins, n.o.c",0
"Other Asian origins, n.o.c",15
Australia,35
New Zealand,0
Fiji,0
United States,15
New Zealand,0
Samoa,0
"Polynesian, n.o.c",0
"Pacific Islands origins, n.o.c",0

































