origin,population
Aboriginal from Central/South America (except Arawak and Maya),65
Afghanistan,0
Akan,0
Albania,90
Algeria,0
Angola,0
Antigua and Barbuda,0
"Arab, n.o.c",30
Arawak,0
Argentina,65
Armenia,0
Ashanti,0
Assyrian,0
Australia,325
Austria,1020
Azerbaijan,0
Bangladesh,0
"Bantu, n.o.c",0
Barbados,15
Belarus,25
Belgium,505
Belize,0
Benin,0
Berber,0
Bermuda,10
Bhutan,0
"Black, n.o.c.",80
Bolivia,20
Bosnia,25
Brazil,110
"British Isles origins, n.o.c",3135
Bulgaria,95
Burkina Faso,0
Burundi,0
Cambodia,15
Cameroon,0
Canada,36215
Caribbean,0
"Caribbean origins, n.o.c",10
"Central and South American origins, n.o.c",75
"Central and West African origins, n.o.c",10
Chad,0
Chile,115
China,1535
Colombia,75
Coptic,0
Costa Rica,35
Croatia,265
Cuba,35
Cyprus,0
Czech Republic,475
"Czechoslovakian, n.o.c",265
DR Congo,0
Denmark,1745
Dinka,0
Djibouti,0
Dominican Republic,0
"East and Southeast Asian origins, n.o.c",10
"Eastern European origins, n.o.c",75
Ecuador,50
Egypt,95
El Salvador,175
Eritrea,0
Estonia,80
Ethiopia,20
Fiji,80
Finland,605
France,10425
Gabon,0
Georgia,0
Germany,21220
Ghana,0
Greece,380
Grenada,0
Guadeloupe,0
Guatemala,75
Guinea,0
Guyana,35
Haiti,55
Harari,0
Hazara,0
Hispanic,50
Hmong,0
Honduras,20
Hungary,1495
Iceland,605
India,1255
Indonesia,60
Iran,105
Iraq,0
Ireland,17100
Israel,255
Italy,2650
Ivory Coast,0
Jamaica,235
Japan,295
Jordan,0
Karen,0
Kazakhstan,10
Kenya,15
Kosovo,0
Kurdistan,10
Kuwait,0
Kyrgyzstan,0
Laos,80
Latvia,75
Lebanon,75
Liberia,0
Libya,0
Lithuania,155
Luxembourg,15
Madagascar,0
Malaysia,25
Mali,0
Malinké,0
Malta,35
Martinique,0
Mauritania,10
Mauritius,10
Maya,10
Mexico,375
Moldova,10
Mongolia,25
Montenegro,0
Montserrat,0
Morocco,25
Myanmar (Burma),60
Nepal,10
Netherlands,13750
New Zealand,110
Nicaragua,40
Nigeria,105
"North African origins, n.o.c",10
North Macedonia,15
"Northern European origins, n.o.c ",355
Norway,3445
Oromo,0
"Other African origins, n.o.c",335
"Other Asian origins, n.o.c",15
"Other European origins, n.o.c",370
"Other North American origins, n.o.c",15
"Pacific Islands origins, n.o.c",0
Pakistan,135
Palestine,15
Panama,10
Paraguay,100
Pashtun,0
Peru,40
Peulh,0
Philippines,910
Poland,3410
"Polynesian, n.o.c",25
Portugal,470
Puerto Rico,10
Roma,15
Romania,755
Russia,4450
Rwanda,0
Saint Kitts and Nevis,0
Saint Lucia,0
Saint Vincent and the Grenadines,0
Samoa,15
Saudi Arabia,0
Senegal,0
Serbia,120
Seychelles,0
Sierra Leone,0
Singapore,0
"Slavic, n.o.c",15
Slovakia,210
Slovenia,60
Somalia,10
South Africa,200
"South Asian origins, n.o.c",55
South Korea,550
"Southern European origins, n.o.c",35
"Southern and East African origins, n.o.c",20
Spain,935
Sri Lanka,50
Sudan,30
Sweden,2630
Switzerland,650
Syria,40
Taiwan,55
Tajikistan,0
Tanzania,0
Tatar,0
Thailand,75
The Bahamas,10
The Gambia,0
Tigria,0
Togo,0
Trinidad and Tobago,75
Tunisia,0
Turkey,35
Turkmenistan,0
Uganda,0
Ukraine,6305
United Kingdom,54520
United States,2210
Uruguay,0
Uzbekistan,0
Venezuela,0
Vietnam,370
"West Central Asian and Middle Eastern origins, n.o.c",10
"West India, n.o.c",45
Wolof,0
Yemen,0
"Yugoslavian, n.o.c",115
Zambia,10
Zimbabwe,0
Zulu,0
