origin,population
Canada,4740
Canada,145
Canada,1045
Canada,1765
United States,1285
Canada,56905
Canada,45
Canada,150
Canada,30
Canada,0
Canada,25
"Other North American origins, n.o.c",0
United Kingdom,10
United Kingdom,15
United Kingdom,40295
Ireland,37655
United Kingdom,15
United Kingdom,30785
United Kingdom,2535
"British Isles origins, n.o.c",2575
France,0
France,0
France,0
France,25010
Austria,240
Germany,0
Belgium,165
Netherlands,3245
Belgium,10
Netherlands,0
Germany,6885
Luxembourg,0
Switzerland,175
Denmark,765
Finland,60
Iceland,65
Norway,965
Sweden,510
"Northern European origins, n.o.c ",180
Bulgaria,40
Belarus,25
Czech Republic,105
"Czechoslovakian, n.o.c",85
Estonia,20
Hungary,300
Latvia,80
Lithuania,75
Moldova,20
Poland,815
Romania,155
Russia,605
Slovakia,45
Ukraine,895
"Eastern European origins, n.o.c",25
Albania,0
Bosnia,20
Spain,0
Croatia,145
Cyprus,0
Greece,360
Italy,1545
Kosovo,0
North Macedonia,15
Malta,35
Montenegro,0
Portugal,400
Serbia,15
Italy,0
Slovenia,20
Spain,670
"Yugoslavian, n.o.c",40
"Southern European origins, n.o.c",0
Spain,15
Israel,150
Roma,10
"Slavic, n.o.c",0
"Other European origins, n.o.c",125
Antigua and Barbuda,0
The Bahamas,0
Barbados,40
Bermuda,60
Caribbean,0
Cuba,65
Dominican Republic,0
Grenada,0
Guadeloupe,10
Haiti,15
Jamaica,160
Saint Kitts and Nevis,0
Martinique,0
Montserrat,0
Puerto Rico,0
Saint Lucia,0
Trinidad and Tobago,75
Saint Vincent and the Grenadines,30
"West India, n.o.c",45
"Caribbean origins, n.o.c",45
Aboriginal from Central/South America (except Arawak and Maya),20
Arawak,0
Argentina,0
Belize,0
Bolivia,0
Brazil,0
Chile,10
Colombia,40
Costa Rica,0
Ecuador,0
Guatemala,50
Guyana,10
Hispanic,10
Honduras,0
Maya,0
Mexico,120
Nicaragua,10
Panama,10
Paraguay,0
Peru,25
El Salvador,10
Uruguay,0
Venezuela,10
"Central and South American origins, n.o.c",10
Akan,0
Angola,0
Ashanti,0
Benin,0
Burkina Faso,0
Cameroon,10
Chad,0
DR Congo,75
Nigeria,0
Togo,0
Gabon,0
The Gambia,0
Ghana,25
Guinea,0
Nigeria,55
Ivory Coast,0
Liberia,0
Mali,35
Malinké,0
Nigeria,80
Peulh,0
Senegal,10
Sierra Leone,0
Togo,0
Wolof,0
Nigeria,0
"Central and West African origins, n.o.c",35
Algeria,25
Berber,15
Coptic,0
Dinka,0
Egypt,45
Libya,0
Mauritania,0
Morocco,60
Sudan,10
Tunisia,0
"North African origins, n.o.c",0
South Africa,0
Ethiopia,0
"Bantu, n.o.c",0
Burundi,0
Djibouti,0
Eritrea,10
Ethiopia,35
Harari,0
Kenya,0
Madagascar,0
Mauritius,0
Oromo,0
Rwanda,25
Seychelles,0
Somalia,10
South Africa,85
Tanzania,0
Tigria,0
Uganda,0
Zambia,0
Zimbabwe,30
Zulu,0
"Southern and East African origins, n.o.c",0
"Black, n.o.c.",120
"Other African origins, n.o.c",710
Afghanistan,20
"Arab, n.o.c",215
Armenia,0
Assyrian,0
Azerbaijan,0
Georgia,10
Hazara,0
Iran,185
Iraq,20
Israel,70
Jordan,0
Kazakhstan,0
Kurdistan,10
Kuwait,0
Kyrgyzstan,0
Lebanon,980
Palestine,25
Pashtun,20
Saudi Arabia,50
Syria,510
Tajikistan,0
Tatar,0
Turkey,55
Turkmenistan,10
China,0
Uzbekistan,0
Yemen,25
"West Central Asian and Middle Eastern origins, n.o.c",25
Bangladesh,30
Bangladesh,25
Bhutan,0
India,560
India,0
India,0
India,0
Nepal,10
Pakistan,85
India,15
Sri Lanka,0
Sri Lanka,15
India,0
"South Asian origins, n.o.c",25
Myanmar (Burma),0
Cambodia,10
China,1315
Philippines,235
Hmong,0
Indonesia,30
Japan,85
Karen,0
South Korea,500
Laos,0
Malaysia,0
Mongolia,0
Singapore,10
Taiwan,30
Thailand,30
China,0
Vietnam,140
"East and Southeast Asian origins, n.o.c",0
"Other Asian origins, n.o.c",30
Australia,85
New Zealand,20
Fiji,0
United States,15
New Zealand,0
Samoa,0
"Polynesian, n.o.c",0
"Pacific Islands origins, n.o.c",0

































