origin,population
Canada,4920
Canada,45
Canada,680
Canada,935
United States,605
Canada,114700
Canada,15
Canada,0
Canada,0
Canada,0
Canada,3605
"Other North American origins, n.o.c",0
United Kingdom,25
United Kingdom,0
United Kingdom,2120
Ireland,5865
United Kingdom,0
United Kingdom,2170
United Kingdom,40
"British Isles origins, n.o.c",135
France,25
France,285
France,0
France,37660
Austria,95
Germany,0
Belgium,595
Netherlands,230
Belgium,15
Netherlands,0
Germany,1775
Luxembourg,0
Switzerland,360
Denmark,20
Finland,20
Iceland,0
Norway,140
Sweden,50
"Northern European origins, n.o.c ",40
Bulgaria,50
Belarus,0
Czech Republic,65
"Czechoslovakian, n.o.c",0
Estonia,0
Hungary,35
Latvia,0
Lithuania,15
Moldova,10
Poland,275
Romania,70
Russia,105
Slovakia,0
Ukraine,180
"Eastern European origins, n.o.c",0
Albania,0
Bosnia,45
Spain,0
Croatia,20
Cyprus,10
Greece,285
Italy,1335
Kosovo,15
North Macedonia,0
Malta,10
Montenegro,10
Portugal,225
Serbia,35
Italy,10
Slovenia,0
Spain,585
"Yugoslavian, n.o.c",10
"Southern European origins, n.o.c",0
Spain,30
Israel,30
Roma,20
"Slavic, n.o.c",0
"Other European origins, n.o.c",65
Antigua and Barbuda,0
The Bahamas,0
Barbados,10
Bermuda,0
Caribbean,0
Cuba,90
Dominican Republic,70
Grenada,0
Guadeloupe,10
Haiti,345
Jamaica,10
Saint Kitts and Nevis,0
Martinique,10
Montserrat,0
Puerto Rico,0
Saint Lucia,0
Trinidad and Tobago,15
Saint Vincent and the Grenadines,0
"West India, n.o.c",30
"Caribbean origins, n.o.c",50
Aboriginal from Central/South America (except Arawak and Maya),55
Arawak,0
Argentina,0
Belize,0
Bolivia,35
Brazil,105
Chile,60
Colombia,760
Costa Rica,0
Ecuador,65
Guatemala,10
Guyana,20
Hispanic,45
Honduras,0
Maya,20
Mexico,150
Nicaragua,10
Panama,0
Paraguay,0
Peru,40
El Salvador,15
Uruguay,10
Venezuela,20
"Central and South American origins, n.o.c",35
Akan,0
Angola,0
Ashanti,0
Benin,35
Burkina Faso,20
Cameroon,195
Chad,0
DR Congo,270
Nigeria,0
Togo,0
Gabon,75
The Gambia,0
Ghana,0
Guinea,70
Nigeria,0
Ivory Coast,100
Liberia,0
Mali,40
Malinké,10
Nigeria,0
Peulh,0
Senegal,85
Sierra Leone,0
Togo,70
Wolof,0
Nigeria,0
"Central and West African origins, n.o.c",140
Algeria,205
Berber,125
Coptic,0
Dinka,0
Egypt,25
Libya,10
Mauritania,0
Morocco,445
Sudan,10
Tunisia,160
"North African origins, n.o.c",10
South Africa,0
Ethiopia,0
"Bantu, n.o.c",10
Burundi,50
Djibouti,0
Eritrea,0
Ethiopia,0
Harari,0
Kenya,0
Madagascar,35
Mauritius,35
Oromo,0
Rwanda,15
Seychelles,0
Somalia,0
South Africa,0
Tanzania,0
Tigria,0
Uganda,10
Zambia,0
Zimbabwe,0
Zulu,0
"Southern and East African origins, n.o.c",50
"Black, n.o.c.",30
"Other African origins, n.o.c",340
Afghanistan,0
"Arab, n.o.c",200
Armenia,20
Assyrian,0
Azerbaijan,0
Georgia,0
Hazara,0
Iran,70
Iraq,65
Israel,0
Jordan,0
Kazakhstan,0
Kurdistan,0
Kuwait,0
Kyrgyzstan,0
Lebanon,170
Palestine,0
Pashtun,0
Saudi Arabia,0
Syria,90
Tajikistan,0
Tatar,10
Turkey,50
Turkmenistan,0
China,0
Uzbekistan,0
Yemen,0
"West Central Asian and Middle Eastern origins, n.o.c",0
Bangladesh,10
Bangladesh,0
Bhutan,0
India,90
India,0
India,0
India,0
Nepal,0
Pakistan,0
India,0
Sri Lanka,0
Sri Lanka,0
India,0
"South Asian origins, n.o.c",0
Myanmar (Burma),0
Cambodia,65
China,380
Philippines,30
Hmong,0
Indonesia,15
Japan,40
Karen,0
South Korea,0
Laos,20
Malaysia,0
Mongolia,10
Singapore,0
Taiwan,10
Thailand,15
China,0
Vietnam,130
"East and Southeast Asian origins, n.o.c",0
"Other Asian origins, n.o.c",0
Australia,0
New Zealand,0
Fiji,0
United States,0
New Zealand,0
Samoa,0
"Polynesian, n.o.c",0
"Pacific Islands origins, n.o.c",0

































