origin,population
Canada,5785
Canada,40
Canada,1860
Canada,160
United States,1365
Canada,41845
Canada,15
Canada,150
Canada,10
Canada,15
Canada,25
"Other North American origins, n.o.c",10
United Kingdom,0
United Kingdom,30
United Kingdom,46475
Ireland,38655
United Kingdom,20
United Kingdom,31215
United Kingdom,3140
"British Isles origins, n.o.c",3970
France,10
France,0
France,25
France,14315
Austria,675
Germany,0
Belgium,470
Netherlands,6965
Belgium,10
Netherlands,25
Germany,12180
Luxembourg,0
Switzerland,445
Denmark,720
Finland,660
Iceland,135
Norway,655
Sweden,695
"Northern European origins, n.o.c ",205
Bulgaria,85
Belarus,25
Czech Republic,375
"Czechoslovakian, n.o.c",65
Estonia,135
Hungary,910
Latvia,155
Lithuania,170
Moldova,0
Poland,3455
Romania,270
Russia,920
Slovakia,155
Ukraine,2535
"Eastern European origins, n.o.c",25
Albania,115
Bosnia,10
Spain,0
Croatia,195
Cyprus,25
Greece,505
Italy,4855
Kosovo,0
North Macedonia,135
Malta,255
Montenegro,0
Portugal,670
Serbia,150
Italy,25
Slovenia,95
Spain,695
"Yugoslavian, n.o.c",195
"Southern European origins, n.o.c",15
Spain,10
Israel,250
Roma,15
"Slavic, n.o.c",10
"Other European origins, n.o.c",175
Antigua and Barbuda,0
The Bahamas,15
Barbados,85
Bermuda,25
Caribbean,0
Cuba,15
Dominican Republic,25
Grenada,15
Guadeloupe,0
Haiti,0
Jamaica,400
Saint Kitts and Nevis,0
Martinique,0
Montserrat,0
Puerto Rico,20
Saint Lucia,0
Trinidad and Tobago,115
Saint Vincent and the Grenadines,0
"West India, n.o.c",85
"Caribbean origins, n.o.c",25
Aboriginal from Central/South America (except Arawak and Maya),10
Arawak,0
Argentina,10
Belize,0
Bolivia,10
Brazil,60
Chile,65
Colombia,10
Costa Rica,0
Ecuador,15
Guatemala,0
Guyana,140
Hispanic,25
Honduras,0
Maya,25
Mexico,175
Nicaragua,0
Panama,0
Paraguay,0
Peru,40
El Salvador,0
Uruguay,10
Venezuela,0
"Central and South American origins, n.o.c",20
Akan,0
Angola,0
Ashanti,0
Benin,0
Burkina Faso,10
Cameroon,0
Chad,0
DR Congo,35
Nigeria,0
Togo,0
Gabon,0
The Gambia,0
Ghana,30
Guinea,0
Nigeria,0
Ivory Coast,0
Liberia,0
Mali,10
Malinké,0
Nigeria,85
Peulh,0
Senegal,0
Sierra Leone,0
Togo,0
Wolof,0
Nigeria,20
"Central and West African origins, n.o.c",30
Algeria,0
Berber,0
Coptic,0
Dinka,0
Egypt,120
Libya,0
Mauritania,0
Morocco,30
Sudan,50
Tunisia,0
"North African origins, n.o.c",0
South Africa,10
Ethiopia,0
"Bantu, n.o.c",0
Burundi,0
Djibouti,0
Eritrea,0
Ethiopia,50
Harari,0
Kenya,20
Madagascar,0
Mauritius,0
Oromo,0
Rwanda,0
Seychelles,0
Somalia,25
South Africa,165
Tanzania,10
Tigria,0
Uganda,10
Zambia,0
Zimbabwe,0
Zulu,0
"Southern and East African origins, n.o.c",15
"Black, n.o.c.",45
"Other African origins, n.o.c",260
Afghanistan,65
"Arab, n.o.c",20
Armenia,20
Assyrian,0
Azerbaijan,0
Georgia,0
Hazara,0
Iran,115
Iraq,20
Israel,20
Jordan,20
Kazakhstan,10
Kurdistan,0
Kuwait,0
Kyrgyzstan,0
Lebanon,265
Palestine,35
Pashtun,0
Saudi Arabia,20
Syria,120
Tajikistan,0
Tatar,0
Turkey,120
Turkmenistan,0
China,0
Uzbekistan,0
Yemen,10
"West Central Asian and Middle Eastern origins, n.o.c",15
Bangladesh,65
Bangladesh,30
Bhutan,0
India,1295
India,0
India,0
India,10
Nepal,30
Pakistan,120
India,20
Sri Lanka,0
Sri Lanka,55
India,25
"South Asian origins, n.o.c",20
Myanmar (Burma),0
Cambodia,95
China,1215
Philippines,535
Hmong,0
Indonesia,35
Japan,235
Karen,0
South Korea,210
Laos,10
Malaysia,15
Mongolia,35
Singapore,0
Taiwan,10
Thailand,35
China,25
Vietnam,190
"East and Southeast Asian origins, n.o.c",0
"Other Asian origins, n.o.c",35
Australia,275
New Zealand,90
Fiji,0
United States,0
New Zealand,15
Samoa,0
"Polynesian, n.o.c",0
"Pacific Islands origins, n.o.c",0

































