origin,population
Aboriginal from Central/South America (except Arawak and Maya),30
Afghanistan,10
Akan,0
Albania,30
Algeria,10
Angola,0
Antigua and Barbuda,0
"Arab, n.o.c",80
Arawak,0
Argentina,30
Armenia,30
Ashanti,0
Assyrian,20
Australia,25
Austria,380
Azerbaijan,0
Bangladesh,20
"Bantu, n.o.c",0
Barbados,50
Belarus,10
Belgium,1600
Belize,15
Benin,20
Berber,10
Bermuda,20
Bhutan,0
"Black, n.o.c.",90
Bolivia,10
Bosnia,20
Brazil,0
"British Isles origins, n.o.c",2345
Bulgaria,75
Burkina Faso,0
Burundi,0
Cambodia,0
Cameroon,0
Canada,38250
Caribbean,0
"Caribbean origins, n.o.c",55
"Central and South American origins, n.o.c",20
"Central and West African origins, n.o.c",15
Chad,0
Chile,50
China,830
Colombia,65
Coptic,0
Costa Rica,10
Croatia,195
Cuba,35
Cyprus,25
Czech Republic,365
"Czechoslovakian, n.o.c",220
DR Congo,100
Denmark,445
Dinka,0
Djibouti,0
Dominican Republic,0
"East and Southeast Asian origins, n.o.c",0
"Eastern European origins, n.o.c",55
Ecuador,10
Egypt,105
El Salvador,105
Eritrea,25
Estonia,50
Ethiopia,25
Fiji,0
Finland,390
France,14265
Gabon,0
Georgia,0
Germany,10250
Ghana,0
Greece,655
Grenada,10
Guadeloupe,0
Guatemala,20
Guinea,0
Guyana,110
Haiti,20
Harari,0
Hazara,0
Hispanic,0
Hmong,0
Honduras,35
Hungary,935
Iceland,130
India,1145
Indonesia,60
Iran,100
Iraq,160
Ireland,21840
Israel,105
Italy,4415
Ivory Coast,15
Jamaica,430
Japan,115
Jordan,45
Karen,0
Kazakhstan,0
Kenya,0
Kosovo,10
Kurdistan,30
Kuwait,0
Kyrgyzstan,0
Laos,15
Latvia,80
Lebanon,325
Liberia,0
Libya,0
Lithuania,145
Luxembourg,25
Madagascar,0
Malaysia,15
Mali,0
Malinké,0
Malta,90
Martinique,0
Mauritania,0
Mauritius,0
Maya,0
Mexico,215
Moldova,10
Mongolia,0
Montenegro,0
Montserrat,0
Morocco,0
Myanmar (Burma),40
Nepal,10
Netherlands,8775
New Zealand,10
Nicaragua,0
Nigeria,80
"North African origins, n.o.c",0
North Macedonia,60
"Northern European origins, n.o.c ",110
Norway,485
Oromo,0
"Other African origins, n.o.c",380
"Other Asian origins, n.o.c",15
"Other European origins, n.o.c",180
"Other North American origins, n.o.c",10
"Pacific Islands origins, n.o.c",0
Pakistan,135
Palestine,15
Panama,10
Paraguay,0
Pashtun,0
Peru,0
Peulh,0
Philippines,470
Poland,2640
"Polynesian, n.o.c",0
Portugal,1045
Puerto Rico,0
Roma,0
Romania,445
Russia,720
Rwanda,0
Saint Kitts and Nevis,0
Saint Lucia,10
Saint Vincent and the Grenadines,20
Samoa,0
Saudi Arabia,0
Senegal,10
Serbia,75
Seychelles,0
Sierra Leone,0
Singapore,0
"Slavic, n.o.c",0
Slovakia,645
Slovenia,85
Somalia,0
South Africa,35
"South Asian origins, n.o.c",50
South Korea,90
"Southern European origins, n.o.c",0
"Southern and East African origins, n.o.c",10
Spain,570
Sri Lanka,10
Sudan,0
Sweden,475
Switzerland,165
Syria,75
Taiwan,0
Tajikistan,0
Tanzania,0
Tatar,0
Thailand,15
The Bahamas,0
The Gambia,0
Tigria,0
Togo,0
Trinidad and Tobago,105
Tunisia,0
Turkey,45
Turkmenistan,0
Uganda,0
Ukraine,2055
United Kingdom,57085
United States,1620
Uruguay,0
Uzbekistan,0
Venezuela,20
Vietnam,115
"West Central Asian and Middle Eastern origins, n.o.c",10
"West India, n.o.c",85
Wolof,0
Yemen,0
"Yugoslavian, n.o.c",135
Zambia,0
Zimbabwe,0
Zulu,0
