origin,population
Canada,895
Canada,20
Canada,160
Canada,95
United States,140
Canada,31815
Canada,10
Canada,0
Canada,0
Canada,0
Canada,1075
"Other North American origins, n.o.c",0
United Kingdom,10
United Kingdom,0
United Kingdom,425
Ireland,1410
United Kingdom,0
United Kingdom,525
United Kingdom,0
"British Isles origins, n.o.c",30
France,0
France,15
France,0
France,9445
Austria,20
Germany,0
Belgium,190
Netherlands,40
Belgium,10
Netherlands,0
Germany,485
Luxembourg,0
Switzerland,10
Denmark,15
Finland,0
Iceland,0
Norway,10
Sweden,15
"Northern European origins, n.o.c ",10
Bulgaria,10
Belarus,0
Czech Republic,0
"Czechoslovakian, n.o.c",0
Estonia,10
Hungary,10
Latvia,0
Lithuania,20
Moldova,15
Poland,70
Romania,55
Russia,60
Slovakia,0
Ukraine,70
"Eastern European origins, n.o.c",0
Albania,10
Bosnia,0
Spain,0
Croatia,10
Cyprus,0
Greece,15
Italy,430
Kosovo,0
North Macedonia,0
Malta,0
Montenegro,0
Portugal,45
Serbia,15
Italy,0
Slovenia,0
Spain,115
"Yugoslavian, n.o.c",10
"Southern European origins, n.o.c",0
Spain,0
Israel,0
Roma,0
"Slavic, n.o.c",0
"Other European origins, n.o.c",40
Antigua and Barbuda,0
The Bahamas,0
Barbados,0
Bermuda,0
Caribbean,0
Cuba,40
Dominican Republic,15
Grenada,0
Guadeloupe,0
Haiti,165
Jamaica,15
Saint Kitts and Nevis,0
Martinique,10
Montserrat,0
Puerto Rico,0
Saint Lucia,0
Trinidad and Tobago,0
Saint Vincent and the Grenadines,0
"West India, n.o.c",0
"Caribbean origins, n.o.c",0
Aboriginal from Central/South America (except Arawak and Maya),0
Arawak,0
Argentina,20
Belize,0
Bolivia,0
Brazil,10
Chile,15
Colombia,10
Costa Rica,0
Ecuador,0
Guatemala,15
Guyana,0
Hispanic,0
Honduras,15
Maya,0
Mexico,85
Nicaragua,0
Panama,0
Paraguay,0
Peru,25
El Salvador,10
Uruguay,15
Venezuela,0
"Central and South American origins, n.o.c",0
Akan,0
Angola,0
Ashanti,0
Benin,0
Burkina Faso,0
Cameroon,15
Chad,0
DR Congo,30
Nigeria,0
Togo,0
Gabon,0
The Gambia,0
Ghana,0
Guinea,0
Nigeria,0
Ivory Coast,0
Liberia,0
Mali,0
Malinké,0
Nigeria,0
Peulh,0
Senegal,15
Sierra Leone,0
Togo,0
Wolof,0
Nigeria,0
"Central and West African origins, n.o.c",0
Algeria,10
Berber,50
Coptic,0
Dinka,0
Egypt,55
Libya,0
Mauritania,0
Morocco,50
Sudan,0
Tunisia,10
"North African origins, n.o.c",0
South Africa,0
Ethiopia,0
"Bantu, n.o.c",0
Burundi,0
Djibouti,0
Eritrea,0
Ethiopia,0
Harari,0
Kenya,0
Madagascar,0
Mauritius,10
Oromo,0
Rwanda,0
Seychelles,0
Somalia,0
South Africa,0
Tanzania,0
Tigria,0
Uganda,0
Zambia,0
Zimbabwe,0
Zulu,0
"Southern and East African origins, n.o.c",0
"Black, n.o.c.",0
"Other African origins, n.o.c",55
Afghanistan,0
"Arab, n.o.c",35
Armenia,15
Assyrian,0
Azerbaijan,0
Georgia,0
Hazara,0
Iran,20
Iraq,0
Israel,0
Jordan,0
Kazakhstan,0
Kurdistan,25
Kuwait,0
Kyrgyzstan,0
Lebanon,45
Palestine,0
Pashtun,0
Saudi Arabia,0
Syria,0
Tajikistan,0
Tatar,0
Turkey,35
Turkmenistan,0
China,0
Uzbekistan,0
Yemen,0
"West Central Asian and Middle Eastern origins, n.o.c",0
Bangladesh,0
Bangladesh,0
Bhutan,0
India,15
India,0
India,0
India,0
Nepal,0
Pakistan,10
India,0
Sri Lanka,0
Sri Lanka,0
India,0
"South Asian origins, n.o.c",0
Myanmar (Burma),0
Cambodia,10
China,70
Philippines,30
Hmong,0
Indonesia,0
Japan,0
Karen,0
South Korea,0
Laos,60
Malaysia,0
Mongolia,0
Singapore,0
Taiwan,10
Thailand,15
China,0
Vietnam,75
"East and Southeast Asian origins, n.o.c",0
"Other Asian origins, n.o.c",0
Australia,0
New Zealand,0
Fiji,0
United States,0
New Zealand,0
Samoa,0
"Polynesian, n.o.c",0
"Pacific Islands origins, n.o.c",0

































