origin,population
Aboriginal from Central/South America (except Arawak and Maya),0.0
Afghanistan,10.0
Akan,10.0
Albania,360.0
Algeria,0.0
Angola,0.0
Antigua and Barbuda,65.0
"Arab, n.o.c",0.0
Arawak,10.0
Argentina,40.0
Armenia,185.0
Ashanti,75.0
Assyrian,20.0
Australia,0.0
Austria,0.0
Azerbaijan,70.0
Bangladesh,0.0
"Bantu, n.o.c",0.0
Barbados,0.0
Belarus,80.0
Belgium,15.0
Belize,0.0
Benin,0.0
Berber,0.0
Bermuda,10.0
Bhutan,10.0
"Black, n.o.c.",0.0
Bolivia,0.0
Bosnia,1545.0
Brazil,50.0
"British Isles origins, n.o.c",10055.0
Bulgaria,300.0
Burkina Faso,0.0
Burundi,0.0
Cambodia,85.0
Cameroon,0.0
Canada,221650.0
Caribbean,15.0
"Caribbean origins, n.o.c",0.0
"Central and South American origins, n.o.c",0.0
"Central and West African origins, n.o.c",45.0
Chad,0.0
Chile,10.0
China,45.0
Colombia,10.0
Coptic,60.0
Costa Rica,0.0
Croatia,15.0
Cuba,160.0
Cyprus,35.0
Czech Republic,75.0
"Czechoslovakian, n.o.c",20.0
DR Congo,25.0
Denmark,180.0
Dinka,10.0
Djibouti,0.0
Dominican Republic,0.0
"East and Southeast Asian origins, n.o.c",15.0
"Eastern European origins, n.o.c",0.0
Ecuador,0.0
Egypt,0.0
El Salvador,0.0
Eritrea,0.0
Estonia,815.0
Ethiopia,35.0
Fiji,0.0
Finland,2810.0
France,3420.0
Gabon,0.0
Georgia,0.0
Germany,6950.0
Ghana,35.0
Greece,0.0
Grenada,0.0
Guadeloupe,0.0
Guatemala,120.0
Guinea,0.0
Guyana,10.0
Haiti,0.0
Harari,25.0
Hazara,0.0
Hispanic,10.0
Hmong,0.0
Honduras,0.0
Hungary,155.0
Iceland,25.0
India,2665.0
Indonesia,0.0
Iran,10.0
Iraq,0.0
Ireland,25010.0
Israel,0.0
Italy,700.0
Ivory Coast,0.0
Jamaica,0.0
Japan,0.0
Jordan,980.0
Karen,10.0
Kazakhstan,25.0
Kenya,0.0
Kosovo,15.0
Kurdistan,20.0
Kuwait,50.0
Kyrgyzstan,510.0
Laos,30.0
Latvia,605.0
Lebanon,0.0
Liberia,10.0
Libya,0.0
Lithuania,45.0
Luxembourg,965.0
Madagascar,10.0
Malaysia,0.0
Mali,0.0
Malinké,0.0
Malta,20.0
Martinique,30.0
Mauritania,175.0
Mauritius,85.0
Maya,25.0
Mexico,10.0
Moldova,895.0
Mongolia,140.0
Montenegro,670.0
Montserrat,45.0
Morocco,0.0
Myanmar (Burma),30.0
Nepal,0.0
Netherlands,235.0
New Zealand,0.0
Nicaragua,0.0
Nigeria,80.0
"North African origins, n.o.c",0.0
North Macedonia,0.0
"Northern European origins, n.o.c ",20.0
Norway,105.0
Oromo,0.0
"Other African origins, n.o.c",0.0
"Other Asian origins, n.o.c",0.0
"Other European origins, n.o.c",0.0
"Other North American origins, n.o.c",15.0
"Pacific Islands origins, n.o.c",0.0
Pakistan,25.0
Palestine,0.0
Panama,10.0
Paraguay,10.0
Pashtun,55.0
Peru,1375.0
Peulh,0.0
Philippines,500.0
Poland,25.0
"Polynesian, n.o.c",0.0
Portugal,40.0
Puerto Rico,45.0
Roma,40.0
Romania,3135.0
Russia,20.0
Rwanda,0.0
Saint Kitts and Nevis,75.0
Saint Lucia,330.0
Saint Vincent and the Grenadines,0.0
Samoa,0.0
Saudi Arabia,10.0
Senegal,35.0
Serbia,0.0
Seychelles,0.0
Sierra Leone,140.0
Singapore,0.0
"Slavic, n.o.c",60.0
Slovakia,0.0
Slovenia,150.0
Somalia,0.0
South Africa,40.0
"South Asian origins, n.o.c",0.0
South Korea,30.0
"Southern European origins, n.o.c",125.0
"Southern and East African origins, n.o.c",0.0
Spain,560.0
Sri Lanka,1325.0
Sudan,0.0
Sweden,85.0
Switzerland,510.0
Syria,0.0
Taiwan,35.0
Tajikistan,0.0
Tanzania,0.0
Tatar,25.0
Thailand,125.0
The Bahamas,0.0
The Gambia,0.0
Tigria,0.0
Togo,70.0
Trinidad and Tobago,0.0
Tunisia,0.0
Turkey,25.0
Turkmenistan,765.0
Uganda,825.0
Ukraine,145.0
United Kingdom,60905.0
United States,0.0
Uruguay,0.0
Uzbekistan,0.0
Venezuela,0.0
Vietnam,20.0
"West Central Asian and Middle Eastern origins, n.o.c",0.0
"West India, n.o.c",0.0
Wolof,0.0
Yemen,560.0
"Yugoslavian, n.o.c",0.0
Zambia,710.0
Zimbabwe,5245.0
Zulu,215.0
origin,1285.0
