origin,population
Aboriginal from Central/South America (except Arawak and Maya),50.0
Afghanistan,10.0
Akan,0.0
Albania,120.0
Algeria,40.0
Angola,0.0
Antigua and Barbuda,0.0
"Arab, n.o.c",0.0
Arawak,20.0
Argentina,50.0
Armenia,270.0
Ashanti,10.0
Assyrian,15.0
Australia,0.0
Austria,0.0
Azerbaijan,30.0
Bangladesh,0.0
"Bantu, n.o.c",0.0
Barbados,0.0
Belarus,30.0
Belgium,10.0
Belize,0.0
Benin,0.0
Berber,0.0
Bermuda,0.0
Bhutan,185.0
"Black, n.o.c.",0.0
Bolivia,0.0
Bosnia,665.0
Brazil,30.0
"British Isles origins, n.o.c",6315.0
Bulgaria,195.0
Burkina Faso,0.0
Burundi,10.0
Cambodia,100.0
Cameroon,0.0
Canada,114570.0
Caribbean,25.0
"Caribbean origins, n.o.c",0.0
"Central and South American origins, n.o.c",0.0
"Central and West African origins, n.o.c",75.0
Chad,0.0
Chile,10.0
China,10.0
Colombia,10.0
Coptic,30.0
Costa Rica,0.0
Croatia,10.0
Cuba,105.0
Cyprus,20.0
Czech Republic,80.0
"Czechoslovakian, n.o.c",10.0
DR Congo,15.0
Denmark,65.0
Dinka,0.0
Djibouti,0.0
Dominican Republic,0.0
"East and Southeast Asian origins, n.o.c",0.0
"Eastern European origins, n.o.c",0.0
Ecuador,45.0
Egypt,0.0
El Salvador,0.0
Eritrea,10.0
Estonia,595.0
Ethiopia,10.0
Fiji,0.0
Finland,1785.0
France,2505.0
Gabon,0.0
Georgia,0.0
Germany,3960.0
Ghana,0.0
Greece,0.0
Grenada,0.0
Guadeloupe,0.0
Guatemala,45.0
Guinea,0.0
Guyana,0.0
Haiti,0.0
Harari,0.0
Hazara,0.0
Hispanic,0.0
Hmong,0.0
Honduras,0.0
Hungary,85.0
Iceland,15.0
India,3725.0
Indonesia,10.0
Iran,0.0
Iraq,0.0
Ireland,11590.0
Israel,25.0
Italy,455.0
Ivory Coast,0.0
Jamaica,0.0
Japan,20.0
Jordan,615.0
Karen,0.0
Kazakhstan,65.0
Kenya,0.0
Kosovo,70.0
Kurdistan,0.0
Kuwait,10.0
Kyrgyzstan,210.0
Laos,40.0
Latvia,325.0
Lebanon,0.0
Liberia,0.0
Libya,10.0
Lithuania,40.0
Luxembourg,195.0
Madagascar,20.0
Malaysia,0.0
Mali,0.0
Malinké,0.0
Malta,15.0
Martinique,0.0
Mauritania,100.0
Mauritius,40.0
Maya,25.0
Mexico,0.0
Moldova,530.0
Mongolia,60.0
Montenegro,320.0
Montserrat,25.0
Morocco,0.0
Myanmar (Burma),10.0
Nepal,10.0
Netherlands,200.0
New Zealand,0.0
Nicaragua,0.0
Nigeria,130.0
"North African origins, n.o.c",0.0
North Macedonia,10.0
"Northern European origins, n.o.c ",45.0
Norway,60.0
Oromo,0.0
"Other African origins, n.o.c",10.0
"Other Asian origins, n.o.c",0.0
"Other European origins, n.o.c",0.0
"Other North American origins, n.o.c",10.0
"Pacific Islands origins, n.o.c",0.0
Pakistan,0.0
Palestine,15.0
Panama,0.0
Paraguay,0.0
Pashtun,30.0
Peru,780.0
Peulh,20.0
Philippines,175.0
Poland,10.0
"Polynesian, n.o.c",0.0
Portugal,10.0
Puerto Rico,10.0
Roma,10.0
Romania,1560.0
Russia,20.0
Rwanda,0.0
Saint Kitts and Nevis,0.0
Saint Lucia,315.0
Saint Vincent and the Grenadines,15.0
Samoa,0.0
Saudi Arabia,0.0
Senegal,0.0
Serbia,0.0
Seychelles,20.0
Sierra Leone,155.0
Singapore,0.0
"Slavic, n.o.c",15.0
Slovakia,10.0
Slovenia,155.0
Somalia,0.0
South Africa,0.0
"South Asian origins, n.o.c",0.0
South Korea,20.0
"Southern European origins, n.o.c",95.0
"Southern and East African origins, n.o.c",10.0
Spain,235.0
Sri Lanka,2510.0
Sudan,0.0
Sweden,40.0
Switzerland,300.0
Syria,0.0
Taiwan,10.0
Tajikistan,0.0
Tanzania,0.0
Tatar,0.0
Thailand,35.0
The Bahamas,10.0
The Gambia,0.0
Tigria,10.0
Togo,10.0
Trinidad and Tobago,0.0
Tunisia,0.0
Turkey,20.0
Turkmenistan,845.0
Uganda,390.0
Ukraine,125.0
United Kingdom,40540.0
United States,10.0
Uruguay,0.0
Uzbekistan,135.0
Venezuela,0.0
Vietnam,0.0
"West Central Asian and Middle Eastern origins, n.o.c",0.0
"West India, n.o.c",15.0
Wolof,0.0
Yemen,485.0
"Yugoslavian, n.o.c",0.0
Zambia,365.0
Zimbabwe,5475.0
Zulu,150.0
origin,635.0
