origin,population
Total:,"54,859"
Europe:,215
Denmark,0
Ireland,23
Norway,0
Sweden,0
"United Kingdom, excluding England and Scotland",2
England,39
Scotland,4
Other Northern Europe,0
Austria,0
Belgium,8
France,12
Germany,52
Netherlands,0
Switzerland,0
Other Western Europe,0
Greece,0
Italy,31
Portugal,0
Azores Islands,0
Spain,0
Other Southern Europe,0
Albania,0
Belarus,0
Bosnia and Herzegovina,0
Bulgaria,0
Croatia,0
Czechoslovakia (includes Czech Republic and Slovakia),22
Hungary,6
Latvia,0
Lithuania,0
Moldova,0
North Macedonia (Macedonia),0
Poland,0
Romania,0
Russia,4
Serbia,0
Ukraine,12
Other Eastern Europe,0
"Europe, n.o.c.",0
"China, excluding Hong Kong and Taiwan",269
Hong Kong,7
Taiwan,23
Japan,49
Korea,439
Other Eastern Asia,23
Afghanistan,0
Bangladesh,0
Bhutan,0
India,164
Iran,14
Kazakhstan,0
Nepal,0
Pakistan,6
Sri Lanka,12
Uzbekistan,0
Other South Central Asia,0
Burma (Myanmar),0
Cambodia,40
Indonesia,4
Laos,1
Malaysia,14
Philippines,191
Singapore,0
Thailand,3
Vietnam,63
Other South Eastern Asia,0
Armenia,0
Azerbaijan,0
Georgia,0
Iraq,0
Israel,0
Jordan,0
Kuwait,0
Lebanon,0
Saudi Arabia,0
Syria,0
Turkey,43
United Arab Emirates,0
Yemen,0
Other Western Asia,0
"Asia, n.o.c.",0
Eritrea,0
Ethiopia,0
Kenya,63
Somalia,0
Tanzania,0
Uganda,42
Zimbabwe,0
Other Eastern Africa,12
Cameroon,3
Congo,0
Democratic Republic of Congo (Zaire),0
Other Middle Africa,55
Algeria,0
Egypt,9
Morocco,0
Sudan,226
Other Northern Africa,0
South Africa,0
Other Southern Africa,0
Cabo Verde,0
Ghana,15
Ivory Coast,0
Liberia,0
Nigeria,0
Senegal,0
Sierra Leone,0
Togo,0
Other Western Africa,0
"Africa, n.o.c.",0
Australia,19
Other Australian and New Zealand Subregion,4
Fiji,0
Marshall Islands,0
Micronesia,0
"Oceania, n.o.c.",0
Bahamas,0
Barbados,0
Cuba,7
Dominica,0
Dominican Republic,0
Grenada,0
Haiti,0
Jamaica,7
St. Lucia,0
St. Vincent and the Grenadines,0
Trinidad and Tobago,0
West Indies,0
Other Caribbean,79
Belize,0
Costa Rica,0
El Salvador,509
Guatemala,272
Honduras,87
Mexico,"51,138"
Nicaragua,27
Panama,12
Other Central America,0
Argentina,66
Bolivia,33
Brazil,15
Chile,169
Colombia,102
Ecuador,0
Guyana,9
Peru,19
Uruguay,0
Venezuela,176
Other South America,0
Canada,104
Other Northern America,0
