origin,population
Total:,"2,388"
Europe:,560
Denmark,0
Ireland,0
Norway,0
Sweden,57
"United Kingdom, excluding England and Scotland",62
England,55
Scotland,59
Other Northern Europe,45
Austria,26
Belgium,0
France,0
Germany,10
Netherlands,0
Switzerland,14
Other Western Europe,0
Greece,0
Italy,0
Portugal,0
Azores Islands,0
Spain,17
Other Southern Europe,0
Albania,0
Belarus,0
Bosnia and Herzegovina,0
Bulgaria,0
Croatia,0
Czechoslovakia (includes Czech Republic and Slovakia),143
Hungary,0
Latvia,0
Lithuania,0
Moldova,0
North Macedonia (Macedonia),26
Poland,0
Romania,0
Russia,0
Serbia,0
Ukraine,46
Other Eastern Europe,0
"Europe, n.o.c.",0
"China, excluding Hong Kong and Taiwan",0
Hong Kong,0
Taiwan,0
Japan,0
Korea,0
Other Eastern Asia,0
Afghanistan,0
Bangladesh,0
Bhutan,0
India,30
Iran,7
Kazakhstan,0
Nepal,0
Pakistan,0
Sri Lanka,0
Uzbekistan,0
Other South Central Asia,0
Burma (Myanmar),0
Cambodia,0
Indonesia,0
Laos,0
Malaysia,0
Philippines,0
Singapore,0
Thailand,0
Vietnam,11
Other South Eastern Asia,0
Armenia,0
Azerbaijan,0
Georgia,0
Iraq,0
Israel,0
Jordan,0
Kuwait,0
Lebanon,0
Saudi Arabia,0
Syria,0
Turkey,27
United Arab Emirates,0
Yemen,0
Other Western Asia,0
"Asia, n.o.c.",0
Eritrea,0
Ethiopia,0
Kenya,0
Somalia,0
Tanzania,0
Uganda,0
Zimbabwe,0
Other Eastern Africa,0
Cameroon,0
Congo,0
Democratic Republic of Congo (Zaire),0
Other Middle Africa,0
Algeria,0
Egypt,0
Morocco,0
Sudan,0
Other Northern Africa,0
South Africa,13
Other Southern Africa,0
Cabo Verde,0
Ghana,0
Ivory Coast,0
Liberia,0
Nigeria,0
Senegal,0
Sierra Leone,0
Togo,0
Other Western Africa,0
"Africa, n.o.c.",0
Australia,0
Other Australian and New Zealand Subregion,29
Fiji,0
Marshall Islands,0
Micronesia,0
"Oceania, n.o.c.",0
Bahamas,0
Barbados,2
Cuba,0
Dominica,0
Dominican Republic,0
Grenada,0
Haiti,0
Jamaica,0
St. Lucia,0
St. Vincent and the Grenadines,0
Trinidad and Tobago,0
West Indies,0
Other Caribbean,0
Belize,0
Costa Rica,16
El Salvador,84
Guatemala,142
Honduras,0
Mexico,"1,059"
Nicaragua,149
Panama,0
Other Central America,0
Argentina,23
Bolivia,0
Brazil,0
Chile,31
Colombia,99
Ecuador,0
Guyana,0
Peru,41
Uruguay,0
Venezuela,0
Other South America,46
Canada,19
Other Northern America,0
